"zone","sch","ga","ugb","elem","middle","high","transitDistricts","elemEnrl","middleEnrl","highEnrl"
1246,2,3,1,1106,581,754,4,0,0,0
1247,4,3,1,1106,1106,1148,4,0,0,0
1248,4,3,1,1106,1106,1148,4,0,0,0
1249,4,3,1,1106,1106,1148,4,0,0,0
1250,4,3,1,1106,1106,1148,4,0,0,0
1251,4,3,1,1118,1184,1148,4,0,0,0
1252,4,3,1,1118,1184,1148,4,0,0,0
1253,4,3,1,1118,1184,1148,4,0,0,0
1254,4,3,9,1158,1184,1148,4,0,0,0
1255,4,3,1,1158,1184,1148,4,0,0,0
1256,4,3,1,1158,1184,1148,4,0,0,0
1257,4,3,1,1158,1184,1148,4,0,0,0
1258,4,3,1,1158,1184,1148,4,0,0,0
1259,4,3,11,1158,1184,1148,4,0,0,0
1260,4,3,1,1260,1260,1148,4,240,104,0
1290,3,3,5,1292,1290,1290,3,0,211,312
1291,3,3,5,1292,1290,1290,3,0,0,0
1292,3,3,5,1292,1290,1290,3,392,0,0
1293,3,3,5,1292,1290,1290,3,0,0,0
