"SWIMZONE","LOCALZONE","LOCALPCT","SWIMPCT"
2406,261,100,2.936090600309
2406,363,100,5.308578402963
2406,364,100,6.715759470109
2406,365,100,11.952394095425
2406,366,100,1.304929155693
2406,367,100,5.31840189017
2406,368,100,29.931812508701
2406,369,100,0.105209913178
2407,232,59.568229585615,2.568852378803
2407,247,100,1.102759079719
2407,248,100,0.422976085372
2407,249,100,1.359565988694
2407,250,100,9.60759965344
2407,251,100,2.795782405558
2407,252,100,3.617228818974
2407,253,100,11.903755545458
2407,254,100,12.320733545585
2407,255,100,22.317986588595
2407,256,100,10.507859666899
2407,257,100,1.743340520114
2407,259,82.467532467532,0.697635881067
2407,349,76.388811571026,2.410331330344
2407,350,53.624578267103,6.170040687194
2407,353,100,9.078879546726
2407,354,100,1.374672277458
2408,262,100,16.851020508435
2408,311,99.480834424565,26.342699131329
2408,312,98.806228373702,32.733393919615
2408,313,100,24.072886440621
2409,304,95.959308044048,57.590520523125
2409,475,100,37.427116161178
2409,476,100,4.982363315697
2410,264,100,25.950920245399
2410,309,100,35.398773006135
2410,310,100,38.650306748466
2411,263,100,9.861680727988
2411,307,100,7.733633834053
2411,311,0.519165575435,0.062246538401
2411,312,1.193771626298,0.179067360587
2411,314,100,1.972336145598
2411,315,100,41.938094885336
2411,316,100,14.789277118058
2411,317,100,15.236945519526
2411,318,100,5.346069026225
2411,319,100,2.880648844228
2412,546,100,1.185958254269
2412,570,100,0.189753320683
2412,571,100,11.907020872865
2412,572,100,8.918406072106
2412,573,100,34.218130067276
2412,574,100,40.54467828187
2412,612,100,3.03605313093
2413,529,98.90132459943,6.718218671817
2413,531,100,2.039992387326
2413,540,100,2.087148551115
2413,541,100,5.433282966218
2413,542,100,3.650556750566
2413,543,100,0.866389873157
2413,544,100,9.107557313956
2413,545,100,1.02460019782
2413,576,29.699173189501,4.073102020964
2413,577,100,4.503181116345
2413,578,100,0.44272848054
2413,579,100,16.669179056069
2413,586,100,27.53138679698
2413,587,100,15.77016918232
2413,589,1.203814082195,0.082506634807
2414,575,100,3.948984383369
2414,576,70.300826810499,7.183161502976
2414,580,100,1.477184054283
2414,581,100,5.089058524173
2414,582,100,2.69564115313
2414,583,100,1.345383288
2414,584,100,3.165728894145
2414,585,100,11.67974769738
2414,591,100,10.200243389756
2414,592,100,4.167657850583
2414,593,80.686101436137,2.598462219272
2414,594,100,6.214736143379
2414,607,100,1.752897936104
2414,608,100,5.172378125466
2414,609,100,7.128129805471
2414,610,100,12.044105173875
2414,611,100,11.252473847894
2414,919,100,2.884026010744
2415,588,100,3.62187722966
2415,589,98.796185917805,14.556273333022
2415,590,100,24.479613479787
2415,595,100,29.360589043331
2415,596,100,14.304789290596
2415,597,100,13.676857623604
2416,534,20,0.186269292177
2416,535,100,5.514785891886
2416,536,100,3.043353820743
2416,537,100,12.112572543653
2416,538,100,14.119659122389
2416,539,100,8.447342986304
2416,593,19.313898563863,1.686560733926
2416,598,100,12.495220923333
2416,599,100,9.861621971649
2416,600,100,2.763477219875
2416,601,100,2.784163751244
2416,602,100,2.9131503586
2416,603,100,6.707461057866
2416,604,100,0.843280366963
2416,605,100,15.984446998597
2416,606,100,0.536632960795
2417,506,100,1.197798694653
2417,507,100,0.609050183722
2417,508,100,4.439522826798
2417,509,100,3.94624251271
2417,510,100,3.194129852407
2417,528,100,5.190461010162
2417,529,1.09867540057,0.399266231551
2417,530,100,3.214431525198
2417,532,100,73.544068052549
2417,533,100,2.291907853895
2417,534,80,1.973121256355
2418,563,93.399053959711,21.336543827253
2418,564,100,19.975211733113
2418,565,100,10.475065344405
2418,853,100,5.907870274737
2418,855,100,1.466639124148
2418,856,100,14.914273910349
2418,857,100,14.501136128899
2418,858,95.238095238095,0.41313778145
2418,869,100,11.010121875646
2419,866,100,0.189107413011
2419,867,23.970037453184,0.151285930408
2419,868,100,10.136157337368
2419,870,100,3.819969742814
2419,871,100,41.565809379726
2419,872,100,11.043872919818
2419,873,100,9.247352496218
2419,874,100,0.063035804337
2419,875,100,0.189107413011
2419,883,100,0.126071608674
2419,885,100,0.132375189107
2419,887,100,0.869894099849
2419,889,100,9.152798789713
2419,918,100,13.313161875946
2420,880,100,1.343570057582
2420,881,100,1.439539347409
2420,882,100,1.151631477927
2420,888,100,10.364683301344
2420,891,100,17.46641074856
2420,892,100,0.671785028791
2420,893,100,2.78310940499
2420,894,100,5.182341650672
2420,895,100,0.671785028791
2420,897,100,0.191938579655
2420,898,100,0.911708253359
2420,899,100,0.911708253359
2420,900,100,7.293666026871
2420,901,100,49.61612284069
2421,519,100,15.050833965255
2421,520,100,31.393876591671
2421,521,5.503931379557,0.653309955085
2421,522,17.382503861792,5.191480893086
2421,523,100,13.497850322023
2421,550,100,7.839719461019
2421,551,100,3.114888535851
2421,552,100,14.53614650064
2421,553,100,1.557444267926
2421,554,100,7.164449507444
2422,502,100,10.923736244548
2422,516,100,16.106832269844
2422,517,100,5.183096025296
2422,518,100,28.080670814338
2422,521,94.496068620443,12.408643508586
2422,522,82.617496138208,27.297021137388
2423,500,100,1.328979846603
2423,501,100,1.148582831311
2423,503,100,2.019122556483
2423,504,100,4.005144743188
2423,505,100,0.673592524991
2423,511,100,1.201543422957
2423,512,100,3.577322463802
2423,513,100,1.638468304032
2423,514,100,7.864647859352
2423,515,100,1.856930744569
2423,524,100,33.206290961708
2423,525,99.753890424444,37.374100379236
2423,526,100,1.565647490519
2423,527,100,2.539625871249
2424,525,0.246109575556,0.074979813127
2424,548,100,6.039912331295
2424,549,100,7.164994040066
2424,566,100,9.711231591495
2424,567,100,18.475025954551
2424,568,100,53.174914446111
2424,569,100,0.592148267774
2424,845,96.407185628743,4.766793555581
2425,555,100,1.813633520951
2425,556,100,1.460635119172
2425,557,100,7.982767007157
2425,558,100,28.89305816135
2425,559,100,9.861683032415
2425,560,100,7.899417655515
2425,561,100,2.795865062723
2425,562,100,4.646286281867
2425,563,6.600946040289,4.565353345841
2425,858,4.761904761905,0.062539086929
2425,860,100,7.50469043152
2425,861,100,4.377736085053
2425,862,100,0.750469043152
2425,863,100,0.375234521576
2425,864,100,0.500312695435
2425,865,100,2.392120075047
2425,867,76.029962546816,0.793464665416
2425,877,100,11.823796122577
2425,878,100,0.500312695435
2425,879,80.733944954128,1.000625390869
2426,615,100,0.3300330033
2426,616,100,0.660066006601
2426,618,100,1.111111111111
2426,619,100,3.630363036304
2426,620,100,2.554582381315
2426,710,100,9.488448844884
2426,711,100,5.201193196243
2426,712,100,1.026769343601
2426,713,100,4.448111477814
2426,714,100,10.575724239091
2426,715,100,13.778877887789
2426,716,100,1.155115511551
2426,717,100,11.881188118812
2426,718,100,5.940594059406
2426,719,100,7.920792079208
2426,720,100,0.990099009901
2426,1224,21.828358208955,19.306930693069
2427,1222,100,49.026763990268
2427,1224,78.171641791045,50.973236009732
2428,1221,100,100
2429,903,100,7.161874334398
2429,921,44.855967078189,2.90202342918
2429,1223,100,1.304579339723
2429,1230,100,7.428115015974
2429,1233,100,2.103301384452
2429,1235,25.333333333333,0.505857294995
2429,1232,100,2.316293929712
2429,1229,100,5.564430244941
2429,1227,100,0.372736954207
2429,1226,100,10.782747603834
2429,1231,100,0.958466453674
2429,1200,100,1.144834930777
2429,1201,100,6.443024494143
2429,1202,100,0.155307064253
2429,1203,100,0.479233226837
2429,923,31.200151917964,2.822151224707
2429,924,1.694915254237,0.079872204473
2429,1204,100,10.543130990415
2429,1206,100,3.00851970181
2429,1207,100,2.183173588924
2429,1208,100,13.95101171459
2429,1209,100,0.346112886049
2429,1210,100,5.111821086262
2429,1211,100,11.106673766418
2429,1228,100,0.798722044728
2430,1220,16.872839730762,98.906958144495
2431,638,100,7.697260313464
2431,639,100,36.45099603125
2431,640,100,16.322804454994
2431,641,100,17.966039802812
2431,643,100,1.643235347818
2431,644,100,14.570020083988
2431,645,100,4.929706043454
2431,647,0.980392156863,0.41993792222
2432,637,100,3.035651919465
2432,646,100,6.682965046583
2432,647,99.019607843137,24.120029072786
2432,648,100,9.220226352404
2432,649,100,6.603675630776
2432,650,100,34.326653514691
2432,651,100,6.977468591008
2432,652,100,8.846433392171
2432,655,1.415094339623,0.186896480116
2433,632,100,29.406474820144
2433,633,100,2.203237410072
2433,634,100,12.544964028777
2433,635,100,0.359712230216
2433,653,100,5.620503597122
2433,654,100,19.514388489209
2433,655,98.584905660377,9.397482014388
2433,657,100,5.395683453237
2433,658,100,14.748201438849
2433,660,18.367346938776,0.809352517986
2434,614,100,0.54105942927
2434,623,11.538461538462,0.183262064753
2434,624,100,5.131337813073
2434,625,100,8.150798498996
2434,626,100,14.643511650231
2434,627,100,4.241207784274
2434,628,100,0.069814119906
2434,629,100,1.186840038398
2434,630,100,1.361375338162
2434,631,100,1.745352997644
2434,659,100,4.677546033685
2434,660,81.632653061224,1.396282398115
2434,661,100,0.453791779387
2434,663,100,2.094423597173
2434,664,100,1.640631817785
2434,665,100,49.568025133083
2434,678,100,2.914739506065
2435,813,100,26.119402985075
2435,814,100,49.12935323383
2435,815,100,24.751243781095
2436,828,100,20.774505510328
2436,829,100,12.791519434629
2436,830,100,10.603586362464
2436,831,100,5.088339222615
2436,832,100,9.893992932862
2436,833,100,17.455830388693
2436,834,100,14.34628975265
2436,844,100,8.621908127208
2436,845,3.592814371257,0.424028268551
2437,622,100,0.496178978846
2437,623,88.461538461538,2.496400487319
2437,666,100,7.411673496511
2437,667,44.318181818182,1.209436260937
2437,676,94.874397361076,16.564403588437
2437,677,100,4.527633181969
2437,679,100,2.91505150072
2437,680,100,3.473252851922
2437,689,100,7.008528076199
2437,690,100,52.315871082069
2437,691,100,1.581570495071
2438,662,100,3.644694366344
2438,667,55.681818181818,3.571800479017
2438,668,100,3.571800479017
2438,669,100,5.248359887535
2438,675,100,12.246173070915
2438,676,5.125602638924,2.103509320004
2438,681,100,10.27803811309
2438,682,100,14.651671352702
2438,687,100,19.098198479641
2438,688,100,11.225658648339
2438,692,100,4.956784338228
2438,693,100,3.207331042383
2438,694,100,6.195980422785
2439,621,100,0.100200400802
2439,695,100,13.827655310621
2439,697,100,15.931863727455
2439,698,100,12.124248496994
2439,699,100,15.931863727455
2439,700,100,30.060120240481
2439,701,100,12.024048096192
2440,670,100,16.195965417867
2440,672,100,5.305627180343
2440,673,100,6.452297891703
2440,674,100,5.475504322767
2440,683,100,6.743515850144
2440,684,100,7.953890489914
2440,685,100,11.008645533141
2440,686,100,6.051873198847
2440,696,100,4.207492795389
2440,705,93.816254416961,30.605187319885
2441,702,100,7.442330095036
2441,703,100,4.867631214407
2441,704,100,9.481299061105
2441,705,6.183745583039,0.740726489149
2441,708,100,24.306514394275
2441,709,100,42.61041726218
2441,721,11.111111111111,0.044251192858
2441,728,100,3.864879028416
2441,729,100,6.641951262574
2442,787,100,7.318630067081
2442,788,100,26.447448731552
2442,794,96.899429132705,12.744247180395
2442,795,46.373884644855,2.121919160546
2442,809,100,5.473451840245
2442,816,100,6.300376218987
2442,817,100,1.082877162638
2442,818,100,5.065896253579
2442,819,100,4.266536020795
2442,820,100,7.501385435731
2442,822,100,21.677231928451
2443,801,13.907769528391,4.800404244568
2443,804,100,11.925214754927
2443,805,100,0.606366851945
2443,806,100,13.14997954715
2443,807,100,19.605861546235
2443,808,100,11.015664477009
2443,810,100,31.114800644866
2443,811,100,3.840323395654
2443,812,100,3.941384537645
2444,771,100,13.993419907482
2444,774,100,8.987643680415
2444,775,100,17.406449153209
2444,777,100,4.749799033637
2444,789,100,3.406934550646
2444,790,100,5.666034860913
2444,791,100,11.405206062806
2444,792,100,8.383531148188
2444,793,100,10.644106896743
2444,794,3.100570867295,0.589083540368
2444,795,53.626115355145,3.544654850263
2444,796,100,11.22313631533
2445,671,100,2.00848411393
2445,706,100,10.596485152801
2445,707,100,10.977404553718
2445,764,100,6.783404210962
2445,765,100,2.043113150377
2445,766,100,0.917669465847
2445,767,100,12.466453120942
2445,768,100,10.683057743918
2445,769,100,1.1773872392
2445,770,100,3.512939068797
2445,797,100,7.969625388031
2445,798,100,10.545389656165
2445,799,100,3.636048826941
2445,800,100,1.687547151143
2445,801,86.092230471609,5.091086733369
2445,802,100,9.349839840706
2445,803,100,0.554064583153
2446,826,100,5.737508964858
2446,827,100,4.94860148219
2446,835,100,6.645947884294
2446,836,100,4.470475735118
2446,837,100,6.430791298111
2446,840,100,1.963575511269
2446,841,100,4.419403212136
2446,842,100,5.035261773847
2446,843,100,4.35094429835
2446,846,100,6.454697585465
2446,847,100,25.197226870667
2446,848,100,5.023972693707
2446,849,100,2.491181935235
2446,850,100,2.314261428533
2446,851,100,14.51614932622
2447,782,99.396574310605,6.969235794611
2447,783,100,11.457655803027
2447,823,100,7.863877188883
2447,824,100,18.048460124908
2447,825,100,28.869579494433
2447,838,100,11.882013425362
2447,839,100,11.815707546872
2447,852,100,3.093470621903
2448,745,100,19.914107391375
2448,749,100,0.57375579519
2448,750,100,17.929868599677
2448,751,100,10.829640634205
2448,752,100,4.828257472913
2448,760,100,2.226718919427
2448,761,100,2.03205177463
2448,762,100,6.622098136147
2448,763,100,13.206299510476
2448,772,100,10.763473844936
2448,773,100,4.646296929673
2448,776,100,6.427430991351
2449,726,100,0.065530799476
2449,730,100,21.133682830931
2449,731,100,20.969855832241
2449,733,100,0.229357798165
2449,746,100,26.408912188728
2449,747,100,0.065530799476
2449,748,100,10.19003931848
2449,914,100,1.281528338727
2449,915,100,19.655562093776
2450,753,100,2.78963169584
2450,755,96.782298985168,6.654224282652
2450,758,100,6.340072036001
2450,759,100,7.072702582383
2450,778,100,11.797230336618
2450,779,92.160833049863,15.667047378748
2450,784,100,37.309087472672
2450,785,100,5.79916305794
2450,786,100,6.570841157145
2451,736,100,1.133946093395
2451,740,100,10.100855571763
2451,741,100,5.088747911858
2451,742,100,32.647099154032
2451,743,100,1.898700435453
2451,744,100,14.794040892902
2451,754,100,6.750934881609
2451,755,3.217701014832,0.207042483
2451,756,82.195208976512,17.699592707363
2451,916,100,7.674856075647
2451,917,100,2.004183792978
2452,756,17.804791023488,5.180779401124
2452,757,100,0.229167598991
2452,779,7.839166950137,1.685250283587
2452,780,100,42.903417871434
2452,781,100,49.887695199342
2452,782,0.603425689395,0.113689645522
2453,721,22.222222222222,0.139377045207
2453,723,100,7.332444552175
2453,725,100,0.399951521028
2453,735,100,1.766452551206
2453,902,100,7.099139498243
2453,904,100,5.86595564174
2453,905,100,0.866561628893
2453,920,100,3.59956368925
2453,921,55.144032921811,4.466125318143
2453,908,100,2.466367713004
2453,922,100,1.936324433793
2453,911,100,37.995394497637
2453,912,100,1.866440431463
2453,1225,100,0.139377045207
2453,923,68.799848082036,7.790453552062
2453,909,100,1.938474710788
2453,907,100,6.932493031148
2453,924,98.305084745763,5.799297054902
2453,906,100,1.599806084111
2454,721,66.666666666667,0.356450987989
2454,722,100,40.94278703345
2454,913,100,58.700761978561
2456,1245,29.341483745485,12.868632707775
2458,879,19.266055045872,0.538530580844
2458,1245,70.658516254515,32.606744454417
2458,1246,100,23.422661024918
2458,1244,46.031746031746,12.270803949224
2458,1250,16.837782340862,3.084156088387
2458,1249,33.75748502994,4.240714621533
2461,1249,66.24251497006,3.216630715623
2461,1105,100,4.579609832413
2461,1107,100,61.279541090857
2461,1111,100,22.41922867234
2461,1160,29.72972972973,1.199421622775
2462,1131,100,46.231865451277
2462,1132,100,13.685967389909
2462,1137,100,39.889587880344
2462,1138,0.352975480993,0.19257927847
2463,1133,100,11.043676485184
2463,1134,100,9.194955311453
2463,1135,100,18.243958951296
2463,1136,100,8.075992495774
2463,1138,99.647024519007,31.694617686348
2463,1139,100,21.746799069945
2464,1124,100,45.17087667162
2464,1125,100,5.274888558692
2464,1127,100,5.720653789004
2464,1128,100,11.144130757801
2464,1129,100,14.561664190193
2464,1130,100,18.127786032689
2465,1235,74.666666666667,12.0224595398
2465,1236,100,17.604315754707
2465,1234,100,1.178024881647
2465,1237,71.021453730387,12.209622371463
2465,1252,100,16.464824397226
2465,1253,100,23.560497632941
2465,1251,100,10.734338874821
2465,1112,100,1.073433887482
2465,1113,51.282051282051,0.429373554993
2465,1161,0.959692898273,1.073433887482
2466,1241,100,2.728127939793
2466,1239,100,12.511759172154
2466,1244,53.968253968254,9.595484477893
2466,1250,83.162217659138,10.159924741298
2466,1240,100,9.031044214487
2466,1243,100,11.194731890875
2466,1248,100,13.358419567262
2466,1247,100,20.696142991533
2466,1242,100,7.055503292568
2466,1238,100,2.728127939793
2466,1100,100,0.470366886171
2466,1103,0.737463126844,0.470366886171
2467,1101,100,34.529492147282
2467,1103,99.262536873156,18.897062952771
2467,1104,100,4.247393347186
2467,1106,100,8.535969000955
2467,1108,100,10.333015106419
2467,1110,1.370716510903,0.123546919751
2467,1116,100,5.138428707812
2467,1119,100,4.576851799854
