"SWIMZONE","LOCALZONE","LOCALPCT","SWIMPCT","LOCALPOP","LOCALEMP","County","AtrFac","ProFac"
2375,356,100,37.012463101659,1307,18,"Benton",0.345414356113033,0.483861095720964
2375,357,100,1.681338179814,37,12,"Benton",0.0156889618189836,0.0136976744771811
2375,358,100,3.031921307861,94,8,"Benton",0.0282915704932492,0.034799497320406
2375,359,100,1.275873105389,6,20,"Benton",0.011831020388086,0.00222124450981315
2375,360,100,0.942942033545,34,0,"Benton",0.00874466724336792,0.0125870522222745
2375,361,100,10.26969264118,355,9,"Benton",0.095934143581654,0.131423633497278
2375,362,100,4.504033004395,149,7,"Benton",0.0419229635490874,0.0551609053270266
2375,376,100,1.764026942755,0,32,"Benton",0.0164605501051631,0
2375,377,100,8.379127978087,0,282,"Benton",0.14505859780175,0
2375,378,100,1.040040884999,28,5,"Benton",0.00977345162494062,0.0103658077124614
2375,408,100,5.621440289097,160,22,"Benton",0.0524680034602075,0.0592331869283507
2375,409,90.338361190379,0.773157378391,4.51691805951895,11.7439869547493,"Benton",0.00720274886633896,0.00167219657349706
2375,444,100,0.227853480106,8,0,"Benton",0.00205756876314539,0.00296165934641753
2375,456,5.559635913324,0.190069309262,6.33798494118936,0.2779817956662,"Benton",0.0017730966444061,0.00234636904231588
2376,155,100,18.457819676094,162,2,"Benton",0.184577759986246,0.199152287401227
2376,156,97.552607502287,20.618805897994,181.447849954254,1.95105215004574,"Benton",0.206093249215785,0.22306021211373
2376,157,100,60.923374425912,470,39,"Benton",0.609328990797969,0.577787500485042
2377,461,100,18.421052631579,233,6,"Benton",0.184210526315789,0.193200663349917
2377,462,100,18.571428571429,221,13,"Benton",0.185714285714286,0.183250414593698
2377,463,100,25.714285714286,330,6,"Benton",0.257142857142857,0.27363184079602
2377,464,100,37.293233082706,422,37,"Benton",0.372932330827068,0.349917081260365
2378,146,99.093977067886,20.12423396359,490.515186486036,9.9093977067886,"Benton",0.201077959891068,0.200489127509391
2378,147,26.323323417856,3.455813926751,86.0772675763891,0.78969970253568,"Benton",0.0345378210987916,0.0351825116739254
2378,152,100,46.081580971232,1130,20,"Benton",0.46099460631024,0.461866870440028
2378,154,100,13.041559541324,329,1,"Benton",0.130418132212555,0.134472743694486
2378,292,100,17.296811597103,411,14,"Benton",0.172971480487346,0.167988746682169
2379,125,0.816088603906,0.213389915462,1.76275138443696,0.2856310113671,"Benton",0.00213442675397615,0.00169197410831441
2379,126,96.829710144928,16.293844259234,174.29347826087,1.93659420289856,"Benton",0.162931240596853,0.167295317461712
2379,127,0.685738776385,1.463245134599,15.3674059787879,0.3154398371371,"Benton",0.0146302368318591,0.0147503801486846
2379,146,0.906022932114,0.427077665782,4.4848135139643,0.0906022932114,"Benton",0.00426701656357403,0.00430474110713572
2379,147,73.676676582144,22.450976203565,240.922732423611,2.21030029746432,"Benton",0.22436348150165,0.231249300930383
2379,148,100,35.465186205034,376,6,"Benton",0.354821261093987,0.360903001037451
2379,149,100,11.705961076793,122,3,"Benton",0.117054436649563,0.117101505655769
2379,150,100,4.938452329272,44,5,"Benton",0.0493823404615343,0.0422333299086378
2379,289,100,7.041867210258,63,7,"Benton",0.0704155595470027,0.0604704496419133
2380,129,100,36.261987935937,978,87,"Benton",0.362619879359366,0.492698297468888
2380,139,99.767080745342,28.577733831042,861.987577639755,22.9464285714287,"Benton",0.285777338310416,0.434253386444211
2380,140,100,0.251819360666,0,4,"Benton",0.00251819360666226,0
2380,141,100,19.956684332798,2,316,"Benton",0.199566843327984,0.00100756298050897
2380,142,100,14.951774539557,143,166,"Benton",0.149517745395572,0.0720407531063916
2381,107,6.593406593407,0.167014613779,5.20879120879153,0.39560439560442,"Benton",0.00167008518387644,0.00172398686450812
2381,108,60.122699386503,5.455810716771,51.7055214723926,72.1472392638036,"Benton",0.0545561160066269,0.0171133063829656
2381,124,95.872951648796,3.140802598005,95.872951648796,8.62856564839164,"Benton",0.0314894792296855,0.0317316825879249
2381,125,99.183911396094,7.893760148457,214.237248615563,34.7143689886329,"Benton",0.0789577268963911,0.0709074692566301
2381,126,3.170289855072,0.162375318952,5.7065217391296,0.06340579710144,"Benton",0.00162369392876842,0.00188872391423267
2381,127,99.314261223615,64.502435629784,2225.63259402121,45.6845601628629,"Benton",0.644931705691148,0.736631821762711
2381,128,100,18.677800974252,423,124,"Benton",0.186771193063503,0.140003009231027
2382,143,100,35.412942634366,588,408,"Benton",0.354129616435274,0.205411104908815
2382,144,100,13.62036255168,484,28,"Benton",0.136203698628952,0.169079889074603
2382,145,100,20.852499230051,675,76,"Benton",0.208593442159524,0.235803564308588
2382,153,100,29.996854296219,1111,39,"Benton",0.299900366055228,0.388115199921247
2382,156,2.447392497713,0.117341287684,4.55215004574618,0.04894784995426,"Benton",0.00117287672102221,0.00159024178674734
2383,119,48.185852257896,7.13567839196,139.257113025319,0,"Benton",0.0700750356421269,0.0825346131009197
2383,120,100,29.711706681556,419,86,"Benton",0.297394834380683,0.248332039477206
2383,121,100,63.152614926484,1129,64,"Benton",0.63253012997719,0.669133347421874
2384,112,100,56.747500166372,13,2471,"Benton",0.567185805917136,0.0114023660607351
2384,113,100,3.435771957601,0,150,"Benton",0.0343402102472534,0
2384,114,100,11.131901142626,0,486,"Benton",0.111262281201101,0
2384,115,100,9.734687213202,218,316,"Benton",0.097297262367218,0.191208907787712
2384,117,100,16.340464762563,852,290,"Benton",0.16391727024689,0.747293529518949
2384,118,10.606060606061,0.185253109606,16.2272727272733,0,"Benton",0.00185749319064696,0.0142330233695196
2384,119,14.147742103889,0.47748420539,40.8869746802392,0,"Benton",0.0046802243563118,0.0358621732630843
2384,187,100,1.94693744264,0,85,"Benton",0.0194594524734436,0
2385,110,100,2.595066178959,19,12,"Benton",0.0256901425073099,0.0147063953632197
2385,116,100,47.672838085449,633,82,"Benton",0.476163804147116,0.489955171837793
2385,118,89.393939393939,8.155096195939,136.772727272727,0,"Benton",0.0817142059244135,0.105864936956765
2385,119,37.666405638215,6.639504425953,108.855912294441,0,"Benton",0.0650354395257541,0.0842567412540012
2385,285,29.994445473061,2.266687143995,36.5932234771344,0.59988890946122,"Benton",0.02257924625755,0.0283239164247048
2385,286,100,18.967763948018,307,5,"Benton",0.189390120344587,0.237624388237287
2385,288,25.366533748451,13.703044021686,50.733067496902,91.3195214944236,"Benton",0.139427041293269,0.039268449926229
2386,109,0.34516765286,0.082791763153,0.966469428008,0.3244575936884,"Benton",0.000829486964529463,0.00133005228263636
2386,283,100,10.437143934816,66,69,"Benton",0.10475235380628,0.0908289989419856
2386,284,100,46.276089928514,379,262,"Benton",0.463683213171917,0.521578645439584
2386,285,70.005554526939,4.532958545558,85.4067765228656,1.40011109053878,"Benton",0.0452935820413017,0.117536545673239
2386,287,100,4.125789530473,46,9,"Benton",0.0328634835470683,0.0633050598686566
2386,288,74.633466251549,34.545226297486,149.266932503098,268.680478505576,"Benton",0.352577880468903,0.205420697793899
2387,188,100,6.871794871795,46,44,"Benton",0.0687179487179487,0.0790378006872852
2387,189,100,20.666666666667,203,100,"Benton",0.206666666666667,0.348797250859107
2387,190,100,13.897435897436,1,135,"Benton",0.138974358974359,0.00171821305841924
2387,191,100,1.230769230769,0,12,"Benton",0.0123076923076923,0
2387,192,100,1.74358974359,0,17,"Benton",0.0174358974358974,0
2387,195,100,6.358974358974,8,58,"Benton",0.0635897435897436,0.013745704467354
2387,295,100,26.717948717948,125,198,"Benton",0.267179487179487,0.214776632302405
2387,296,100,17.897435897436,197,76,"Benton",0.178974358974359,0.338487972508591
2387,298,100,4.615384615385,2,44,"Benton",0.0461538461538462,0.00343642611683849
2388,193,100,3.451776649746,0,136,"Benton",0.0345177664974619,0
2388,194,100,2.906091370558,7,111,"Benton",0.0290609137055838,0.00935828877005348
2388,216,100,13.743654822335,11,536,"Benton",0.13743654822335,0.0147058823529412
2388,217,100,16.370558375635,56,617,"Benton",0.163705583756345,0.0748663101604278
2388,218,100,6.560913705584,11,253,"Benton",0.0656091370558376,0.0147058823529412
2388,219,100,8.781725888325,10,341,"Benton",0.0878172588832487,0.0133689839572193
2388,220,100,3.591370558376,13,135,"Benton",0.0359137055837563,0.017379679144385
2388,221,100,5.380710659898,24,200,"Benton",0.0538071065989848,0.0320855614973262
2388,222,100,1.497461928934,42,38,"Benton",0.0149746192893401,0.0561497326203209
2388,223,100,1.611675126904,73,27,"Benton",0.0161167512690355,0.0975935828877005
2388,224,100,3.908629441624,26,141,"Benton",0.0390862944162437,0.0347593582887701
2388,225,100,1.116751269036,0,44,"Benton",0.0111675126903553,0
2388,227,100,1.446700507614,72,21,"Benton",0.0144670050761421,0.0962566844919786
2388,228,100,3.718274111675,171,61,"Benton",0.0371827411167513,0.228609625668449
2388,299,100,1.154822335025,35,28,"Benton",0.0115482233502538,0.0467914438502674
2388,300,100,1.535532994924,47,37,"Benton",0.0153553299492386,0.0628342245989305
2388,453,100,0.736040609137,0,29,"Benton",0.00736040609137056,0
2388,469,100,11.345177664975,86,404,"Benton",0.113451776649746,0.114973262032086
2388,470,100,11.142131979695,64,407,"Benton",0.111421319796954,0.0855614973262032
2389,133,83.611157138912,9.061594025287,261.702921844795,46.8222479977907,"Benton",0.0906159402528729,0.104776920417282
2389,134,100,12.59732651414,0,247,"Benton",0.125973265141405,0
2389,135,100,21.165548596633,438,196,"Benton",0.211655485966328,0.175360255129235
2389,136,100,10.761278925035,414,4,"Benton",0.10761278925035,0.165751474026263
2389,137,100,34.935905514924,958,206,"Benton",0.34935905514924,0.38355051236029
2389,138,100,11.42429610999,424,12,"Benton",0.114242961099897,0.169755132819168
2389,139,0.232919254658,0.054050313991,2.01242236024512,0.05357142857134,"Benton",0.000540503139907879,0.000805705247763381
2390,165,100,27.717259743404,505,320,"Benton",0.277172597434035,0.381132075471698
2390,457,100,23.021060275962,73,439,"Benton",0.230210602759622,0.0550943396226415
2390,458,100,25.344952795933,745,151,"Benton",0.253449527959332,0.562264150943396
2390,459,100,15.347373517308,0,317,"Benton",0.153473735173082,0
2390,460,100,8.569353667393,2,176,"Benton",0.0856935366739288,0.00150943396226415
2391,159,100,35.894125242092,280,138,"Benton",0.358941252420917,0.339393939393939
2391,160,100,27.437056165268,405,10,"Benton",0.274370561652679,0.490909090909091
2391,161,100,23.240800516462,48,156,"Benton",0.232408005164622,0.0581818181818182
2391,162,100,13.428018076178,92,58,"Benton",0.134280180761782,0.111515151515152
2392,166,100,32.213562280743,371,19,"Benton",0.32211718537312,0.327452025525469
2392,167,100,28.748044578169,343,11,"Benton",0.287463991836648,0.302738665108452
2392,168,55.334070312818,25.110375317018,279.990395782859,19.3669246094863,"Benton",0.251018476063968,0.247125127295889
2392,169,100,13.92801782407,139,19,"Benton",0.139400346726265,0.122684182070189
2393,158,100,20.700115888004,229,53,"Benton",0.207010454779,0.190672913185628
2393,168,44.665929687182,15.901917243062,226.009604217141,15.6330753905137,"Benton",0.15898140610681,0.188183011545908
2393,170,100,63.397966868933,746,140,"Benton",0.63400813911419,0.621144075268464
2394,178,3.449182441143,0.374282594896,18.4186342357036,0.75882013705146,"Benton",0.00374282594895568,0.0200402610439898
2394,179,100,9.762453323461,68,226,"Benton",0.0976245332346118,0.0739869055192868
2394,180,100,15.338316087053,471,173,"Benton",0.153383160870534,0.512468124993884
2394,181,100,4.543295585149,18,112,"Benton",0.0454329558514924,0.0195847691080465
2394,183,3.909167797758,0.401446120828,20.6013142941847,0.3909167797758,"Benton",0.00401446120828402,0.0224151102096614
2394,184,100,4.562069533848,159,42,"Benton",0.045620695338482,0.172998793787744
2394,185,100,52.585830305798,147,1327,"Benton",0.525858303057976,0.159942281049046
2394,186,100,12.090422962133,4,320,"Benton",0.120904229621327,0.00435217091289922
2394,468,1.892986103512,0.341883486834,13.0616041142328,2.57446110077632,"Benton",0.00341883486833686,0.0142115833754422
2395,173,100,5.337809857766,231,27,"Benton",0.0533781857638452,0.0634806775309999
2395,202,98.666375024928,30.06595235826,1046.85023901449,279.225841320546,"Benton",0.300660014670839,0.287682954312246
2395,203,100,16.294366934233,554,158,"Benton",0.162943935489633,0.152243702823264
2395,204,4.360493347577,0.240268333447,12.4710109740702,0.17441973390308,"Benton",0.00240105388895154,0.00342713517805417
2395,465,100,8.915078920339,470,3,"Benton",0.0891509348196151,0.129159820084718
2395,466,100,6.779954977233,318,22,"Benton",0.067799660514077,0.0873889846530648
2395,467,100,14.908409286954,338,229,"Benton",0.14908433637902,0.0928851472098613
2395,468,96.895842080665,17.458159331768,668.581310356589,131.778345229704,"Benton",0.17458187847402,0.183731578207792
2396,178,96.550817558857,20.904111512443,515.581365764296,21.2411798629485,"Benton",0.209669423729946,0.235073678025114
2396,182,100,15.133148178747,402,1,"Benton",0.151786334280182,0.183287498038277
2396,199,97.380116959064,8.207307955722,211.314853801169,3.89520467836256,"Benton",0.0823197641490876,0.0963466936605488
2396,200,98.28431372549,6.185024306602,121.872549019608,21.6225490196078,"Benton",0.062036144485217,0.0555664542023662
2396,201,100,10.825445108064,261,14,"Benton",0.108579828235081,0.119000092009926
2396,202,1.333624975072,0.812772858367,14.1497609855139,3.77415867945376,"Benton",0.00815215785352459,0.00645142857928974
2396,403,100,26.145884724668,402,148,"Benton",0.262244706256354,0.183287498038277
2396,431,100,11.349861134061,257,19,"Benton",0.11083408072439,0.117176335810541
2396,468,1.211171815823,0.436444221325,8.3570855291787,1.64719366951928,"Benton",0.00437756028621707,0.00381032163565935
2397,183,96.090832202242,29.790220860283,506.398685705815,9.6090832202242,"Benton",0.297902208602829,0.351126559412849
2397,196,100,20.460283354023,301,30,"Benton",0.204602833540229,0.208707284135145
2397,197,100,8.218119352724,129,8,"Benton",0.0821811935272389,0.0894459789150622
2397,198,100,21.650493743038,280,51,"Benton",0.216504937430381,0.194146310823391
2397,199,2.619883040936,0.334094144285,5.68514619883112,0.10479532163744,"Benton",0.00334094144285006,0.00394196486069531
2397,200,1.71568627451,0.163362210257,2.1274509803924,0.3774509803922,"Benton",0.00163362210257005,0.00147513128321711
2397,293,100,7.367969074856,80,25,"Benton",0.073679690748559,0.0554703745209688
2397,294,100,12.015457260534,138,37,"Benton",0.120154572605342,0.0956863960486712
2398,211,100,0.647482014388,7,1,"Benton",0.00641940085592011,0.00676494365924959
2398,212,100,27.05035971223,368,4,"Benton",0.268188302425107,0.355642752371978
2398,213,13.165266106443,3.381294964029,27.7787114845947,9.61064425770339,"Benton",0.0335235378031394,0.0268459168742618
2398,214,100,23.956834532374,295,19,"Benton",0.237517831669044,0.285094054211233
2398,215,100,30.215827338129,142,139,"Benton",0.299572039942939,0.137231714230492
2398,302,0.095510983763,0.071942446043,0.96752626551919,0.01623686723971,"Benton",0.00071326676176791,0.000935037239297354
2398,435,100,14.676258992806,194,11,"Benton",0.154065620542083,0.187485581413489
2399,209,100,4.357180663055,0,113,"Benton",0.0388308512196294,0
2399,210,100,3.492660690226,0,84,"Benton",0.0288654115260962,0
2399,213,19.047619047619,1.175747163047,40.1904761904761,13.9047619047619,"Benton",0.0116836189510389,0.0403263512945643
2399,386,27.905962533326,0.839559116593,47.4401363066542,0.83717887599978,"Benton",0.0084387504934467,0.0476005209069281
2399,387,100,0.172903994566,0,9,"Benton",0.0030927226635103,0
2399,388,100,19.590022584288,909,93,"Benton",0.188140628696877,0.912073127798508
2399,389,100,7.988164548934,0,233,"Benton",0.0800671533997667,0
2399,390,100,10.339658875027,0,247,"Benton",0.0848780553207828,0
2399,391,100,1.486974353265,0,91,"Benton",0.0312708624866042,0
2399,392,100,1.383231956525,0,85,"Benton",0.0292090473775973,0
2399,424,100,15.630521108736,0,370,"Benton",0.127145265055424,0
2399,425,100,10.616305266332,0,253,"Benton",0.0869398704297896,0
2399,426,100,0.345807989131,0,8,"Benton",0.00274908681200916,0
2399,427,100,0.069161597826,0,4,"Benton",0.00137454340600458,0
2399,428,100,1.383231956525,0,86,"Benton",0.0295526832290985,0
2399,429,100,0.449550385871,0,28,"Benton",0.00962180384203206,0
2399,430,100,2.939367907616,0,182,"Benton",0.0625417249732084,0
2399,432,100,0.034580798913,0,2,"Benton",0.00068727170300229,0
2399,433,100,4.945054244578,0,117,"Benton",0.0402053946256339,0
2399,434,100,0.795358375002,0,18,"Benton",0.00618544532702061,0
2399,436,100,7.019902179366,0,169,"Benton",0.0580744589036935,0
2399,437,100,4.945054244578,0,205,"Benton",0.0704453495577347,0
2400,204,95.639506652423,9.061381474223,273.52898902593,3.82558026609692,"Benton",0.0988268351309118,0.21579702822902
2400,205,100,18.968356934515,505,42,"Benton",0.207016768372813,0.398412978616041
2400,206,100,0.032204341145,1,0,"Benton",0.000351471593162671,0.000788936591318893
2400,379,100,0.257634729161,0,9,"Benton",0.00632648867692808,0
2400,380,100,27.888959431731,0,376,"Benton",0.264306638058329,0
2400,393,100,16.939483442368,0,214,"Benton",0.150429841873623,0
2400,399,100,7.020546369651,216,1,"Benton",0.0766208073094623,0.170410303724881
2400,400,100,3.864520937422,0,49,"Benton",0.0344442161299418,0
2400,415,100,0.315602543223,8,1,"Benton",0.00351471593162671,0.00631149273055115
2400,416,100,8.759580791491,264,4,"Benton",0.0956002733402465,0.208279260108188
2400,443,100,6.89172900507,0,89,"Benton",0.0625619435829554,0
2401,230,100,8.067279239994,500,9,"Benton",0.0818713450292398,0.231160425335183
2401,370,100,0.218034574054,0,14,"Benton",0.00442547810968864,0
2401,371,100,1.837719981311,0,127,"Benton",0.0401454085664612,0
2401,372,100,2.491823703473,160,0,"Benton",0.0252884463410779,0.0739713361072584
2401,373,100,0.498364740695,0,12,"Benton",0.00379326695116169,0
2401,394,100,7.94268805482,0,211,"Benton",0.066698277224593,0
2401,395,100,13.876343248715,883,8,"Benton",0.142089457878932,0.408229311141933
2401,396,100,2.74100607382,4,68,"Benton",0.0221273905484432,0.00184928340268146
2401,397,100,14.70175985049,0,392,"Benton",0.123913387071282,0
2401,398,100,4.236100295904,0,159,"Benton",0.0502607871028924,0
2401,417,100,0.934433888802,0,65,"Benton",0.0205468626521258,0
2401,418,100,1.775424388724,0,124,"Benton",0.0391970918286708,0
2401,419,100,0.09344338888,0,3,"Benton",0.000948316737790422,0
2401,420,100,1.059025073976,254,27,"Benton",0.048680259206575,0.117429496070273
2401,421,100,5.575455536521,0,44,"Benton",0.0139086454875929,0
2401,422,100,9.873851425012,0,261,"Benton",0.0825035561877667,0
2401,423,100,9.718112443545,0,260,"Benton",0.0821874506085032,0
2401,438,100,0.809842703629,0,55,"Benton",0.0173858068594911,0
2401,439,100,6.198411462389,362,39,"Benton",0.0695432274379643,0.167360147942672
2401,440,100,5.139386388413,0,139,"Benton",0.0439386755176229,0
2401,441,100,0.155738981467,0,8,"Benton",0.00252884463410779,0
2401,442,100,1.931163370192,0,51,"Benton",0.0161213845424372,0
2401,445,100,0.124591185174,0,6,"Benton",0.00189663347558084,0
2402,213,67.787114845938,6.598601770936,143.030812324929,49.4845938375347,"Benton",0.0649684398658693,0.0609257973708398
2402,229,100,0.190868646267,7,0,"Benton",0.00187925239281441,0.00298173921173729
2402,301,100,6.544067872003,240,0,"Benton",0.0644315106107799,0.102231058688136
2402,302,99.904489016237,28.521229142145,1012.03247373448,16.9837631327603,"Benton",0.280814000411983,0.43108813006937
2402,303,100,0.627139837734,23,0,"Benton",0.00617468643353307,0.00979714312427967
2402,381,100,4.880783954535,177,0,"Benton",0.0475182390754502,0.0753954057825001
2402,382,100,2.072288159468,0,82,"Benton",0.0440281989173662,0
2402,383,100,0.599872888267,2,17,"Benton",0.00966472659161698,0.000851925489067798
2402,384,100,8.61635603147,0,144,"Benton",0.0773178127329359,0
2402,385,100,0.6544067872,0,26,"Benton",0.0139601606323356,0
2402,386,72.094037466674,3.420464989027,122.559863693346,2.16282112400022,"Benton",0.0340642700933918,0.0522059359085181
2402,446,100,0.381737292533,0,15,"Benton",0.00805393882634748,0
2402,447,100,27.021546921478,621,152,"Benton",0.248329780479047,0.264522864355551
2402,448,100,0.1636016968,0,6,"Benton",0.00322157553053899,0
2402,449,100,9.707034010137,0,178,"Benton",0.0955734074059901,0
2403,234,100,0.422509888529,1,2,"Benton",0.00422765956857885,0.00120595255836909
2403,235,100,12.421790722762,67,40,"Benton",0.124293191316218,0.0807988214107287
2403,328,4.761904761905,1.183027687882,5.9047619047622,4.04761904761925,"Benton",0.0118374467920214,0.00712086272560829
2403,333,100,15.582524271845,120,32,"Benton",0.155577872123702,0.14471430700429
2403,334,100,13.858324343761,134,15,"Benton",0.138667233849386,0.161597642821457
2403,335,100,15.041352031643,124,27,"Benton",0.150504680641407,0.149538117237767
2403,347,89.457831325301,18.252427184466,174.442771084337,20.5753012048192,"Benton",0.1822910776748,0.210369706078149
2403,348,69.0042459937,19.350952894642,202.872483221478,13.110806738803,"Benton",0.193706370002962,0.244654590163631
2403,351,100,3.88709097447,0,23,"Benton",0.0388944680309254,0
2404,246,100,0.347356233115,9,0,"Benton",0.0034721677991692,0.00573553280287392
2404,339,100,0.231570822076,6,0,"Benton",0.00231477853277947,0.00382368853524928
2404,340,100,3.002950660475,62,8,"Benton",0.0300921209261331,0.0395114481975759
2404,341,100,0.038595137013,1,0,"Benton",0.000385796422129911,0.000637281422541547
2404,342,100,6.85239114417,144,17,"Benton",0.0686717631391242,0.0917685248459827
