RT,SERIALNO,DIVISION,PUMA,REGION,ST,ADJHSG,ADJINC,WGTP,NP,TYPE,ACR,AGS,BDS,BLD,BUS,CONP,ELEP,FS,FULP,GASP,HFL,INSP,MHP,MRGI,MRGP,MRGT,MRGX,RMS,RNTM,RNTP,SMP,TEL,TEN,VACS,VAL,VEH,WATP,YBL,FES,FINCP,FPARC,GRNTP,GRPIP,HHL,HHT,HINCP,HUGCL,HUPAC,HUPAOC,HUPARC,KIT,LNGI,MV,NOC,NPF,NPP,NR,NRC,OCPIP,PARTNER,PLM,PSF,R18,R60,R65,RESMODE,SMOCP,SMX,SRNT,SVAL,TAXP,WIF,WKEXREL,WORKSTAT,FACRP,FAGSP,FBDSP,FBLDP,FBUSP,FCONP,FELEP,FFSP,FFULP,FGASP,FHFLP,FINSP,FKITP,FMHP,FMRGIP,FMRGP,FMRGTP,FMRGXP,FMVP,FPLMP,FRMSP,FRNTMP,FRNTP,FSMP,FSMXHP,FSMXSP,FTAXP,FTELP,FTENP,FVACSP,FVALP,FVEHP,FWATP,FYBLP,WGTP1,WGTP2,WGTP3,WGTP4,WGTP5,WGTP6,WGTP7,WGTP8,WGTP9,WGTP10,WGTP11,WGTP12,WGTP13,WGTP14,WGTP15,WGTP16,WGTP17,WGTP18,WGTP19,WGTP20,WGTP21,WGTP22,WGTP23,WGTP24,WGTP25,WGTP26,WGTP27,WGTP28,WGTP29,WGTP30,WGTP31,WGTP32,WGTP33,WGTP34,WGTP35,WGTP36,WGTP37,WGTP38,WGTP39,WGTP40,WGTP41,WGTP42,WGTP43,WGTP44,WGTP45,WGTP46,WGTP47,WGTP48,WGTP49,WGTP50,WGTP51,WGTP52,WGTP53,WGTP54,WGTP55,WGTP56,WGTP57,WGTP58,WGTP59,WGTP60,WGTP61,WGTP62,WGTP63,WGTP64,WGTP65,WGTP66,WGTP67,WGTP68,WGTP69,WGTP70,WGTP71,WGTP72,WGTP73,WGTP74,WGTP75,WGTP76,WGTP77,WGTP78,WGTP79,WGTP80
H,2.01E+12,9,600,4,41,1031543,1039407,18,1,1,1,0,3,2,2,0,40,2,2,3,6,490,0,1,470,1,1,6,0,0,0,1,1,0,16,2,600,5,0,0,0,0,0,1,4,40000,0,4,4,4,1,1,5,0,0,0,0,0,17,0,1,0,0,1,0,1,560,3,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,18,30,5,6,20,18,27,16,19,19,20,33,15,20,6,5,33,20,4,29,18,5,28,29,18,19,4,20,19,17,21,6,18,20,27,34,5,19,36,5,17,29,5,6,18,18,28,18,18,17,18,30,17,16,5,4,30,20,7,37,16,5,36,35,23,18,6,16,18,17,18,6,17,21,31,33,5,19
H,2.01E+12,9,600,4,41,1031543,1039407,32,1,1,0,0,0,8,0,0,1,1,2,3,3,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,1,4,0,0,0,0,0,1,4,0,0,4,4,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,31,54,33,30,9,57,11,9,28,33,42,55,11,29,24,27,14,31,49,30,35,45,31,33,8,48,9,11,38,31,52,40,10,35,34,33,11,26,10,33,31,9,30,27,46,10,48,45,26,31,8,11,55,26,25,28,55,34,10,35,38,8,35,34,42,10,50,59,35,36,10,8,62,29,31,36,44,29,56
H,2.01E+12,9,600,4,41,1031543,1039407,6,3,1,2,1,3,1,2,0,170,2,220,3,6,790,4700,2,620,2,1,8,0,0,0,1,1,0,18,5,2,4,2,32000,4,0,0,1,1,32000,0,4,4,4,1,1,6,0,3,0,0,0,52,0,1,0,0,0,0,1,1383,3,0,0,26,2,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,6,6,1,7,6,5,6,1,6,6,11,11,2,1,13,7,1,9,9,6,6,6,9,4,6,6,6,9,5,5,2,2,10,9,2,6,11,2,2,5,6,5,2,7,5,5,6,2,7,6,11,8,1,2,10,5,2,12,11,6,6,4,9,7,6,6,5,9,6,5,2,2,10,9,2,6,10,1,2,5
H,2.01E+12,9,600,4,41,1031543,1039407,23,2,1,1,0,2,1,2,0,180,1,2,3,3,0,430,0,0,0,3,6,0,0,0,1,2,0,3,1,1,4,8,12000,4,0,0,1,3,12000,0,4,4,4,1,1,4,0,2,0,0,0,22,0,1,0,0,1,1,1,216,0,0,0,1,0,15,15,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26,7,25,44,21,43,7,20,44,40,20,23,22,28,25,6,23,35,34,40,21,33,25,6,20,7,39,23,7,7,21,23,26,23,20,41,22,6,37,42,24,37,21,9,21,6,37,23,7,7,23,23,24,23,22,41,20,8,6,7,25,7,23,43,21,39,6,21,37,36,23,26,23,22,21,6,24,42,6
H,2.01E+12,9,600,4,41,1031543,1039407,7,1,1,1,0,3,1,2,0,90,2,2,3,3,0,0,0,0,0,0,7,0,0,0,1,4,0,0,1,1000,2,0,0,0,0,0,1,4,13300,0,4,4,4,1,1,5,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,8,2,11,2,2,8,7,12,13,3,6,7,9,3,8,8,5,11,6,11,2,8,7,6,6,12,11,7,7,10,10,2,11,7,2,2,2,7,2,9,7,12,2,13,14,8,7,2,3,14,5,7,7,10,8,6,7,2,7,2,12,8,7,5,6,2,2,6,7,8,2,13,2,6,10,12,11,6,10
H,2.01E+12,9,600,4,41,1031543,1039407,23,2,1,1,0,2,1,2,0,30,2,2,20,1,0,3000,0,0,0,3,5,0,0,0,1,2,0,1,2,1,5,1,46000,4,0,0,1,1,46000,0,4,4,4,1,1,5,0,2,0,0,0,8,0,1,0,0,1,0,1,318,0,0,0,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,8,7,34,22,23,7,40,24,25,39,21,22,46,20,21,21,39,7,38,25,22,25,20,36,6,25,24,6,7,26,38,37,24,6,37,7,21,22,24,36,39,49,6,22,24,32,7,32,19,7,24,24,6,24,25,23,8,37,6,21,22,25,21,7,40,21,23,28,37,28,6,7,22,42,6,37,23,23,26
H,2.01E+12,9,600,4,41,1031543,1039407,32,2,1,1,0,3,2,2,0,100,2,2,3,3,1000,0,1,1500,1,2,5,0,0,0,1,1,0,22,2,2,3,3,74000,4,0,0,1,1,74000,0,4,4,4,1,1,5,0,2,0,0,0,26,0,1,0,0,2,2,2,1600,3,0,1,23,1,7,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,37,33,31,55,33,34,9,53,12,8,32,34,48,46,10,28,25,39,51,9,30,43,42,49,31,31,11,53,10,13,31,36,47,51,10,31,32,32,53,10,35,36,35,51,30,39,9,56,10,11,38,30,45,49,10,37,26,32,53,8,30,37,32,46,33,32,12,48,11,13,28,36,54,58,9,33,34,26,55
H,2.01E+12,9,600,4,41,1031543,1039407,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,2.01E+12,9,600,4,41,1031543,1039407,11,2,1,0,0,2,7,0,170,80,1,170,10,1,50,0,1,1000,1,1,4,0,0,0,1,1,0,15,1,1,1,0,0,0,0,0,1,5,192300,0,4,4,4,1,1,3,0,0,0,1,0,8,2,1,0,0,0,0,1,1274,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,20,19,17,11,3,8,20,11,11,20,10,3,4,3,13,10,11,19,11,11,4,3,3,10,17,11,3,10,11,3,10,17,21,23,10,12,11,4,9,12,18,18,19,13,4,10,20,9,8,18,12,3,3,3,10,10,10,24,11,12,3,3,4,11,18,9,4,12,10,4,11,19,18,16,10,12,9,3
H,2.01E+12,9,600,4,41,1031543,1039407,14,2,1,1,0,3,3,2,0,200,2,2,3,3,0,0,0,0,0,0,5,2,1100,0,1,3,0,0,2,750,4,1,40000,4,1363,41,1,1,40000,0,4,4,4,1,1,3,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,3,13,14,14,21,12,21,14,16,19,13,4,23,21,4,18,12,24,24,13,19,13,12,11,4,13,4,17,16,4,10,26,5,5,24,16,16,4,5,13,3,13,12,12,22,12,25,10,13,22,14,4,20,23,4,13,16,24,25,17,26,15,14,14,4,14,4,14,13,4,13,22,4,4,29,13,12,4
H,2.01E+12,9,600,4,41,1031543,1039407,43,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,390,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41,42,12,13,45,77,43,78,14,82,44,72,38,12,12,46,76,43,47,12,78,12,44,43,14,49,13,42,45,42,62,38,67,41,43,67,41,12,79,40,40,42,14,15,41,77,48,71,13,65,39,69,48,12,12,43,60,39,41,12,71,12,48,41,14,42,14,46,43,54,73,41,69,48,43,75,51,13,74,37
H,2.01E+12,9,600,4,41,1031543,1039407,25,2,1,1,0,2,2,2,0,140,2,2,30,3,420,0,0,0,0,3,4,0,0,0,1,2,0,14,1,560,5,4,21730,4,0,0,1,1,21730,0,4,4,4,1,1,3,0,2,0,0,0,24,0,1,0,0,2,2,1,427,0,0,1,33,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,44,29,25,24,7,24,25,58,8,40,37,28,24,7,7,39,26,23,45,6,24,46,43,37,26,8,48,25,23,26,19,6,7,21,25,26,8,19,32,7,25,40,43,43,24,7,43,24,24,26,27,7,8,26,22,23,7,7,23,24,47,23,30,24,7,24,25,39,8,42,47,30,25,7,8,44,30,6
H,2.01E+12,9,600,4,41,1031543,1039407,20,2,1,3,3,3,2,2,0,80,2,2,80,1,1200,0,0,0,0,3,6,0,0,0,1,2,0,21,2,1100,4,4,116300,4,0,0,1,1,116300,0,4,4,4,1,1,6,0,2,0,0,0,7,0,1,0,0,2,2,1,669,0,0,0,50,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,33,21,24,19,5,35,20,21,6,19,6,6,33,28,23,20,15,24,35,5,26,26,22,16,5,34,21,21,6,23,6,7,31,33,20,18,20,18,5,34,6,21,19,18,37,6,19,21,34,21,34,32,6,5,18,21,16,21,6,35,6,22,16,21,40,8,18,18,34,23,29,38,4,6,23,22,21,17,37
H,2.01E+12,9,600,4,41,1031543,1039407,28,3,1,1,0,3,2,2,0,80,2,80,70,1,350,0,1,1800,1,1,8,0,0,0,1,1,0,19,1,600,6,1,70000,1,0,0,1,1,70000,0,1,1,1,1,1,1,1,3,0,0,1,34,0,1,0,1,0,0,1,2007,3,0,1,44,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,24,31,28,28,34,61,39,9,38,35,57,28,7,31,12,47,30,47,8,8,19,29,25,29,39,38,27,8,48,34,47,26,9,23,7,38,20,40,8,7,21,22,28,28,26,33,25,9,63,21,45,26,8,25,10,48,31,53,9,10,31,26,46,38,38,37,25,9,44,30,37,28,9,34,11,58,28,63
H,2.01E+12,9,600,4,41,1031543,1039407,16,1,1,0,0,5,9,0,0,1,2,2,1,3,0,0,0,0,0,0,9,1,870,0,1,3,0,0,0,1,1,0,0,0,870,68,1,4,15390,0,4,4,4,2,1,3,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,13,31,19,16,4,5,22,35,5,17,28,5,5,13,16,26,12,18,16,16,16,6,18,14,26,23,4,6,26,19,4,27,23,19,19,4,19,15,17,14,19,6,14,17,31,29,4,4,23,14,5,29,23,13,17,4,13,16,22,16,15,26,18,15,5,5,24,26,6,18,26,5,5,19,12,29,17,13,15
H,2.01E+12,9,600,4,41,1031543,1039407,16,4,1,2,1,3,2,2,0,220,2,2,3,3,200,0,1,1600,1,1,9,0,0,0,1,1,0,20,3,2,5,1,165000,2,0,0,1,1,165000,0,2,2,2,1,1,4,2,4,0,0,2,13,0,1,0,1,0,0,1,1820,3,0,1,62,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,5,5,15,32,15,5,15,13,4,15,26,29,28,14,15,18,15,28,15,5,5,5,18,25,17,6,20,18,4,15,26,31,27,18,17,17,14,33,16,6,5,5,16,25,18,5,15,17,4,17,28,30,26,15,15,15,20,31,17,5,5,4,18,23,15,4,17,15,4,17,25,28,23,15,18,13,14,29
H,2.01E+12,9,600,4,41,1031543,1039407,16,1,1,0,0,0,6,0,0,2,1,2,3,3,0,0,0,0,0,0,1,2,200,0,1,3,0,0,0,2,4,0,0,0,200,29,1,4,8400,0,4,4,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,19,16,5,6,16,26,4,33,14,15,21,21,14,20,4,37,17,15,27,17,12,5,21,15,5,12,15,16,5,26,30,25,25,4,16,17,21,4,16,23,4,14,32,29,16,4,31,4,16,16,17,15,17,13,26,3,13,14,4,15,15,23,15,18,31,18,17,22,24,4,6,4,4,21,14,18,4,36,18,6
H,2.01E+12,9,600,4,41,1031543,1039407,7,1,1,1,0,2,2,2,0,50,2,2,3,3,700,0,2,900,2,1,5,0,0,0,1,1,0,17,2,200,5,0,0,0,0,0,1,4,50000,0,4,4,4,1,1,1,0,0,0,0,0,30,0,1,0,0,0,0,1,1233,3,0,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,8,7,7,7,6,14,14,13,7,3,8,12,7,6,12,7,15,11,12,11,7,7,8,8,7,2,2,2,8,15,8,2,8,6,2,8,12,11,11,12,6,7,7,8,7,2,2,3,7,14,7,2,8,8,2,6,2,2,2,2,7,7,6,6,9,13,12,13,8,2,6,15,9,7,16,7,2
H,2.01E+12,9,600,4,41,1031543,1039407,19,1,1,0,0,3,5,0,0,50,2,400,3,6,100,0,1,1100,1,2,4,0,0,0,1,1,0,15,2,2,6,0,0,0,0,0,1,4,53000,0,4,4,4,1,1,5,0,0,0,0,0,27,0,1,0,0,0,0,1,1183,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,33,20,21,19,7,32,14,22,5,22,7,6,32,40,19,16,24,19,36,6,35,19,22,19,7,40,18,18,5,19,6,7,38,33,19,18,21,19,38,6,34,18,19,19,6,34,19,17,6,29,6,7,33,34,20,19,22,17,29,6,33,18,20,17,5,32,22,20,7,20,6,6,35,34,22,20,25,21,38
H,2.01E+12,9,600,4,41,1031543,1039407,17,3,1,1,0,2,2,2,0,70,2,2,110,1,350,0,1,550,1,1,6,0,0,0,1,1,0,11,1,2,8,2,34500,4,0,0,1,1,34500,0,4,4,4,1,1,6,0,3,0,0,0,25,0,1,0,0,2,0,1,730,3,0,1,1,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,17,17,16,28,25,18,31,4,36,6,17,6,4,15,17,17,15,15,17,17,5,28,28,15,14,5,17,17,18,17,5,16,18,27,28,5,6,29,27,5,16,19,17,24,29,15,29,5,25,5,18,4,4,15,18,16,20,17,18,17,5,32,32,16,16,5,17,16,18,17,6,16,16,31,25,4,5,27,30
H,2.01E+12,9,600,4,41,1031543,1039407,5,1,1,1,0,3,1,2,0,40,2,2,3,3,300,0,1,1100,1,1,6,0,0,0,1,1,0,16,1,770,3,0,0,0,0,0,1,6,14200,0,4,4,4,1,1,5,0,0,0,0,0,101,0,1,0,0,1,1,2,1204,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,5,7,8,4,9,1,9,1,5,1,1,5,4,5,5,5,5,5,7,1,2,5,7,9,5,6,4,4,8,6,6,1,1,7,7,1,2,7,5,5,5,1,1,4,2,9,2,10,5,7,9,5,5,5,5,5,5,5,1,8,8,4,4,1,4,5,4,4,2,6,5,7,11,2,2,7,8
H,2.01E+12,9,600,4,41,1031543,1039407,14,3,1,1,0,3,2,2,90,50,2,2,10,3,270,0,1,1600,1,1,6,0,0,0,1,1,0,18,2,720,1,2,84000,2,0,0,1,1,84000,0,2,2,2,1,1,1,1,3,0,0,1,26,0,1,0,1,0,0,1,1810,3,0,1,32,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,13,14,5,15,12,13,13,4,16,11,23,23,4,3,24,17,4,14,26,22,11,15,4,12,15,13,14,5,16,15,18,27,5,5,25,16,5,12,4,3,13,14,22,13,14,13,15,19,14,14,4,5,21,25,4,14,30,14,4,5,15,16,25,14,14,15,13,26,14,15,4,4,23,23,5,13,22,13
H,2.01E+12,9,600,4,41,1031543,1039407,50,3,1,0,0,2,7,0,0,80,1,2,3,3,0,0,0,0,0,0,3,2,590,0,1,3,0,0,1,1,6,8,3900,3,670,101,1,3,3900,0,3,3,3,1,1,1,2,3,0,0,2,0,0,1,0,1,0,0,2,0,0,1,0,0,1,14,15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,61,61,41,44,21,61,24,55,59,19,64,57,17,31,77,61,51,79,83,58,56,44,38,40,17,42,24,46,42,18,54,63,12,20,82,57,53,61,64,45,67,50,51,55,14,56,20,45,67,25,45,66,29,21,62,42,42,70,66,39,68,59,62,45,16,49,22,42,43,24,60,73,25,20,65,61,53,71,95
H,2.01E+12,9,600,4,41,1031543,1039407,17,2,1,1,0,3,2,2,0,130,1,2,3,3,630,0,1,780,1,1,6,0,0,0,1,1,0,17,2,1000,6,4,25000,4,0,0,2,1,25000,0,4,4,4,1,2,4,0,2,0,0,0,48,0,1,0,0,0,0,2,993,3,0,1,21,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,26,35,6,16,16,37,16,17,4,13,13,25,6,5,13,6,18,25,19,22,25,16,18,22,5,18,5,5,15,4,20,13,18,18,28,24,6,15,27,4,20,5,20,16,14,6,17,18,24,23,15,6,29,30,16,29,22,5,16,26,6,22,24,6,27,15,30,32,19,22,3,13,24,16,4,15,25,12,4,37
H,2.01E+12,9,600,4,41,1031543,1039407,5,2,1,3,1,3,2,2,0,80,2,2,3,3,1000,0,2,730,2,1,5,0,0,0,1,1,0,20,3,2,2,1,62000,4,0,0,1,1,62000,0,4,4,4,1,1,5,0,2,0,0,0,21,0,1,0,0,0,0,2,1060,3,0,0,32,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,9,1,7,7,11,10,7,5,6,1,8,6,2,6,5,6,2,2,4,5,4,5,12,2,5,5,5,8,2,6,6,9,5,9,9,1,5,8,9,9,2,9,4,6,2,1,2,7,6,8,2,6,8,6,5,5,8,11,6,4,4,6,2,7,4,6,6,2,7,5,5,2,5,1,1,8,6
H,2.01E+12,9,600,4,41,1031543,1039407,46,2,1,0,0,2,4,0,0,40,2,2,90,1,0,0,0,0,0,0,4,2,580,0,1,3,0,0,0,900,9,1,42000,4,785,22,1,1,42000,0,4,4,4,1,1,1,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,2,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,14,41,45,48,75,66,47,77,12,74,14,47,15,14,43,44,39,41,50,44,47,68,10,14,53,59,77,55,47,50,65,72,49,48,14,18,74,71,15,61,18,42,46,41,66,71,42,68,14,74,16,44,11,12,54,53,48,43,47,46,58,81,15,13,46,57,78,54,43,46,44,88,42,43,17,15,102,76,12,69
H,2.01E+12,9,600,4,41,1031543,1039407,13,1,1,1,0,3,2,2,0,100,2,200,10,1,500,0,0,0,0,3,6,0,0,0,1,2,0,18,1,70,1,0,0,0,0,0,1,6,32000,0,4,4,4,1,1,1,0,0,0,0,0,16,0,1,0,0,0,0,1,425,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,12,21,25,23,11,4,10,23,16,16,17,13,4,2,4,12,18,17,11,11,13,4,4,4,13,19,14,3,11,16,4,13,25,20,20,14,5,16,14,11,12,20,23,20,11,3,14,26,16,12,19,16,5,3,4,12,18,20,11,9,14,3,4,4,14,16,16,4,11,16,3,12,23,24,22,14,4
H,2.01E+12,9,600,4,41,1031543,1039407,43,1,1,1,0,1,2,2,0,40,2,2,10,1,200,0,0,0,0,3,3,0,0,0,1,2,0,16,0,480,8,0,0,0,0,0,1,6,6600,0,4,4,4,1,1,3,0,0,0,0,0,33,0,1,0,0,1,0,2,182,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,53,40,63,81,47,47,51,59,15,71,47,15,13,12,45,68,12,43,42,41,49,48,15,14,40,41,47,12,91,14,41,77,61,68,40,11,68,44,49,53,43,44,13,14,40,48,42,13,78,15,44,78,63,70,41,15,59,39,43,40,40,41,70,62,43,41,50,72,15,88,39,14,14,13,46,68,15,43,42
H,2.01E+12,9,600,4,41,1031543,1039407,19,5,1,1,0,3,2,2,0,90,2,2,120,1,500,0,2,1200,2,1,7,0,0,0,1,1,0,20,2,840,6,1,164360,2,0,0,1,1,164360,0,2,2,2,1,1,5,1,5,0,0,1,13,0,1,0,1,0,0,1,1839,3,0,1,50,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,19,26,24,7,18,5,33,16,7,5,19,19,19,19,20,31,20,32,6,33,19,36,18,6,32,8,26,22,6,5,15,19,23,25,17,32,19,31,7,27,18,31,21,5,18,5,37,19,6,6,19,23,19,18,24,31,29,28,8,33,19,39,19,9,21,5,32,20,7,5,20,14,19,19,17,28,18,33
H,2.01E+12,9,600,4,41,1031543,1039407,19,1,1,1,0,2,1,2,0,40,1,2,3,3,0,390,0,0,0,3,4,0,0,0,1,2,0,2,1,1,5,0,0,0,0,0,1,6,14800,0,4,4,4,1,1,5,0,0,0,0,0,6,0,1,0,0,1,1,1,80,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,7,7,18,21,16,30,19,6,18,6,5,31,19,31,18,22,32,17,16,35,6,5,19,17,16,33,20,6,19,6,5,32,20,30,16,22,35,20,17,5,30,34,13,21,20,7,20,26,22,36,26,6,22,6,20,17,5,22,23,6,28,44,20,20,17,4,20,33,16,31,36,6,20,5,18,17,6,20,20
H,2.01E+12,9,600,4,41,1031543,1039407,18,4,1,1,0,3,2,2,0,120,2,2,130,1,700,0,1,1400,1,1,7,0,0,500,1,1,0,21,3,1100,2,2,82000,2,0,0,1,1,82000,0,2,2,2,1,1,4,2,4,0,0,2,33,0,1,0,1,0,0,2,2242,4,0,1,34,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,29,20,18,6,17,7,4,25,26,15,17,21,18,5,26,23,18,34,18,6,28,17,19,4,18,5,7,35,27,20,18,20,16,6,30,20,16,6,18,34,5,19,18,28,19,29,28,5,6,18,18,19,17,27,6,20,20,6,18,33,5,18,17,28,20,26,34,5,6,18,16,18,16,33,5,15,20,32
H,2.01E+12,9,600,4,41,1031543,1039407,24,5,1,1,0,3,2,2,0,170,1,180,3,3,0,0,0,0,0,0,5,2,750,0,1,3,0,0,4,2,6,1,25000,2,935,45,1,1,25000,0,2,2,2,1,1,4,3,5,0,0,3,0,0,1,0,1,0,0,2,0,0,1,0,0,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,23,7,7,8,24,22,20,24,25,37,40,39,24,9,31,41,24,23,45,7,25,40,39,40,22,22,20,22,24,6,7,7,24,41,23,8,26,20,46,7,23,43,37,40,19,23,25,27,24,7,8,8,27,36,22,8,22,24,6,48,27,6,8,8,20,25,23,21,23,36,39,38,22,7,24,36,24,23,8
H,2.01E+12,9,600,4,41,1031543,1039407,14,2,1,0,0,1,10,0,0,110,2,2,3,3,0,0,0,0,0,3,2,0,0,0,1,2,0,1,2,1,3,4,53800,4,0,0,1,1,53800,0,4,4,4,1,1,5,0,2,0,0,0,2,0,1,0,0,2,2,1,110,0,0,0,1,0,9,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,22,20,16,15,14,15,12,4,15,21,4,15,4,11,17,14,27,4,5,13,25,22,15,15,16,13,17,3,13,22,4,14,4,16,23,13,26,3,5,9,23,26,12,15,17,10,17,5,10,22,5,12,4,13,24,13,26,3,3,15,27,21,18,12,14,14,14,3,13,25,4,15,4,14,29,11,21,3,4
