SERIALNO,PWGTP,AGEP,RELP,SCHG,SEX,WKHP,ESR,PINCP
2.01E+12,15,55,1,0,1,40,1,72500
2.01E+12,23,65,0,0,1,40,6,97500
2.01E+12,25,64,1,0,2,20,6,70500
2.01E+12,15,21,0,0,1,30,1,8000
2.01E+12,9,35,0,0,1,60,1,46000
2.01E+12,11,35,1,0,2,60,1,34000
2.01E+12,10,9,2,3,1,0,0,0
2.01E+12,13,7,2,3,2,0,0,0
2.01E+12,13,36,0,0,1,40,1,60000
2.01E+12,11,33,1,0,2,35,1,46000
2.01E+12,20,1,2,0,1,0,0,0
2.01E+12,3,57,0,6,2,0,6,0
2.01E+12,4,58,1,0,1,40,1,70000
2.01E+12,6,19,2,6,1,20,3,3600
2.01E+12,4,27,0,0,1,40,1,40000
2.01E+12,3,25,1,0,2,0,6,0
2.01E+12,3,2,2,0,1,0,0,0
2.01E+12,4,0,2,0,1,0,0,0
2.01E+12,21,55,0,0,1,0,3,70
2.01E+12,13,23,0,6,2,35,1,22000
2.01E+12,17,22,10,0,1,40,1,15000
2.01E+12,13,71,0,0,1,0,6,39600
2.01E+12,15,63,1,0,2,0,6,9000
2.01E+12,5,26,0,0,2,0,6,0
2.01E+12,9,28,1,0,1,50,1,45000
2.01E+12,7,0,2,0,2,0,0,0
2.01E+12,14,34,0,0,1,60,1,74600
2.01E+12,11,8,2,3,1,0,0,0
2.01E+12,15,6,2,2,2,0,0,0
2.01E+12,3,44,0,0,1,0,6,0
2.01E+12,4,16,2,0,1,0,6,0
2.01E+12,5,21,10,0,2,45,1,20000
2.01E+12,31,19,14,6,2,40,6,4300
2.01E+12,10,60,0,0,1,0,6,12720
2.01E+12,9,54,10,0,2,18,1,11000
2.01E+12,18,94,0,0,2,0,6,13000
2.01E+12,12,41,0,0,1,40,1,93500
2.01E+12,13,41,1,0,2,45,2,50500
2.01E+12,18,68,0,0,2,0,6,11500
2.01E+12,4,51,0,0,1,0,6,19200
2.01E+12,3,61,9,0,1,40,1,21004
2.01E+12,16,52,0,0,2,0,6,25200
2.01E+12,36,19,0,6,2,40,6,4000
2.01E+12,4,39,0,7,1,70,1,95000
2.01E+12,4,37,1,0,2,50,1,35000
2.01E+12,2,17,2,5,1,0,6,0
2.01E+12,4,14,2,5,1,0,0,0
2.01E+12,16,47,0,0,1,40,1,30000
2.01E+12,14,18,2,0,2,0,3,0
2.01E+12,18,41,3,0,1,40,1,20000
2.01E+12,33,20,8,0,1,40,1,10000
2.01E+12,15,46,10,0,2,0,3,0
2.01E+12,14,45,0,0,1,40,1,70000
2.01E+12,15,42,1,0,2,40,1,47000
2.01E+12,13,18,2,5,2,15,1,4200
2.01E+12,13,58,0,0,1,0,6,2200
2.01E+12,12,52,1,0,2,0,6,0
2.01E+12,24,27,2,0,1,40,3,600
2.01E+12,20,29,0,6,2,28,1,35000
2.01E+12,23,18,7,6,2,20,1,7000
2.01E+12,13,55,0,0,1,50,1,107190
2.01E+12,16,55,1,0,2,0,6,0
2.01E+12,19,24,2,0,2,0,6,4900
2.01E+12,16,51,0,0,2,35,1,28000
2.01E+12,25,18,2,5,1,0,6,0
2.01E+12,17,53,0,0,1,40,1,68060
2.01E+12,16,57,10,0,2,40,1,48160
2.01E+12,61,26,0,0,1,31,1,10000
2.01E+12,88,22,9,0,1,45,1,18800
2.01E+12,4,58,0,0,1,0,3,0
2.01E+12,22,63,0,0,1,30,6,108680
2.01E+12,21,63,1,0,2,0,6,7800
2.01E+12,27,27,0,0,1,40,1,60000
2.01E+12,18,24,1,6,2,35,2,19600
2.01E+12,25,32,0,6,2,40,1,37000
2.01E+12,20,34,1,0,1,40,1,65000
2.01E+12,19,8,2,3,2,0,0,0
2.01E+12,16,5,2,1,1,0,0,0
2.01E+12,25,26,0,0,2,40,1,27000
2.01E+12,21,6,2,2,2,0,0,0
2.01E+12,29,1,2,0,1,0,0,0
2.01E+12,4,55,0,0,2,50,1,38000
2.01E+12,5,54,1,0,1,40,1,53600
2.01E+12,40,26,0,0,1,40,1,31000
2.01E+12,30,24,1,0,2,40,1,19000
2.01E+12,25,0,2,0,1,0,0,0
2.01E+12,16,64,0,0,1,0,6,1500
2.01E+12,8,48,0,0,1,40,1,140100
2.01E+12,23,18,2,6,1,2,6,1000
2.01E+12,12,16,2,5,1,0,6,0
2.01E+12,10,47,10,6,2,0,3,0
2.01E+12,8,46,0,0,1,40,1,24000
2.01E+12,8,41,1,0,2,45,1,38000
2.01E+12,23,73,0,0,2,0,6,15000
2.01E+12,13,37,0,0,2,55,1,22000
2.01E+12,14,17,2,5,1,16,3,1100
2.01E+12,14,15,2,5,2,0,0,0
2.01E+12,17,41,0,0,1,40,1,44300
2.01E+12,16,37,1,0,2,4,1,9000
2.01E+12,16,6,2,3,2,0,0,0
2.01E+12,22,4,2,1,2,0,0,0
2.01E+12,5,39,0,0,1,40,1,36000
2.01E+12,5,39,1,0,2,40,1,20000
2.01E+12,4,17,2,5,1,10,1,3400
2.01E+12,3,16,2,5,1,0,6,0
2.01E+12,6,9,2,3,1,0,0,0
2.01E+12,6,7,2,3,1,0,0,0
2.01E+12,12,50,0,0,1,40,1,16000
2.01E+12,8,47,0,0,2,15,1,7500
2.01E+12,10,54,1,0,1,40,1,32000
2.01E+12,7,17,2,5,2,0,6,0
2.01E+12,14,62,0,0,2,0,6,22700
2.01E+12,10,51,0,0,2,40,1,30000
2.01E+12,14,50,1,0,1,40,1,32000
2.01E+12,20,84,0,0,2,0,6,29200
2.01E+12,17,84,0,0,1,0,6,69000
2.01E+12,22,82,1,0,2,0,6,8300
2.01E+12,5,47,0,0,1,0,6,18800
2.01E+12,5,46,1,0,2,70,1,165000
2.01E+12,6,63,4,0,2,60,1,24000
2.01E+12,5,53,0,0,1,40,1,101500
2.01E+12,18,31,0,0,1,40,1,53000
2.01E+12,13,22,0,6,2,35,1,13500
2.01E+12,2,61,0,0,1,0,6,27000
2.01E+12,3,57,9,0,1,0,6,0
2.01E+12,19,43,0,0,2,40,1,35000
2.01E+12,29,44,1,0,1,50,1,98000
2.01E+12,50,14,2,4,2,0,0,0
2.01E+12,39,8,2,3,1,0,0,0
2.01E+12,18,47,0,0,1,50,1,68000
2.01E+12,31,50,0,0,1,40,1,46500
2.01E+12,20,51,1,0,2,38,1,34200
2.01E+12,23,60,0,0,1,40,1,90900
2.01E+12,22,58,1,0,2,30,1,42000
2.01E+12,23,49,0,0,1,50,1,100000
2.01E+12,15,47,1,0,2,20,1,36000
2.01E+12,18,16,2,5,2,0,6,0
2.01E+12,15,12,2,4,1,0,0,0
2.01E+12,22,38,0,0,1,40,1,80000
2.01E+12,24,37,1,0,2,0,6,0
2.01E+12,26,12,2,4,1,0,0,0
2.01E+12,26,10,2,4,1,0,0,0
2.01E+12,16,21,0,6,2,0,6,0
2.01E+12,9,19,0,6,2,0,6,8100
2.01E+12,19,19,10,0,1,0,6,8100
2.01E+12,25,75,0,0,1,0,6,35200
2.01E+12,26,71,1,0,2,0,6,20000
2.01E+12,16,63,0,0,1,40,1,115000
2.01E+12,19,61,1,0,2,40,1,83000
2.01E+12,22,47,0,0,1,40,1,60000
2.01E+12,16,46,0,0,1,40,1,45000
2.01E+12,21,21,2,0,2,0,6,0
2.01E+12,17,46,7,0,2,0,6,6000
2.01E+12,44,73,0,0,1,0,6,65100
2.01E+12,13,27,0,6,2,30,1,12000
2.01E+12,13,7,2,3,1,0,0,0
2.01E+12,12,39,10,0,1,50,1,37000
2.01E+12,19,21,14,6,2,0,6,0
2.01E+12,15,43,0,0,1,40,1,33000
2.01E+12,15,65,0,0,1,50,1,81200
2.01E+12,18,65,1,7,2,5,1,10000
2.01E+12,14,52,0,0,2,44,1,85560
2.01E+12,9,25,0,7,2,7,6,2000
2.01E+12,15,25,10,0,1,40,1,20000
2.01E+12,24,18,14,6,1,0,6,0
2.01E+12,16,52,0,0,2,37,1,25000
2.01E+12,23,29,2,0,2,0,6,1100
2.01E+12,21,12,5,4,1,0,0,0
2.01E+12,20,10,5,3,1,0,0,0
2.01E+12,21,9,5,3,1,0,0,0
2.01E+12,18,31,12,0,1,40,1,19000
2.01E+12,16,57,0,0,2,50,1,49000
2.01E+12,22,74,0,0,2,0,6,32720
2.01E+12,22,80,1,0,1,0,6,15720
2.01E+12,16,40,0,0,2,40,1,20000
2.01E+12,29,44,1,0,1,40,1,30000
2.01E+12,12,15,2,5,1,0,0,0
2.01E+12,22,13,2,4,2,0,0,0
2.01E+12,22,11,2,4,2,0,0,0
2.01E+12,12,9,2,3,1,0,0,0
2.01E+12,14,4,2,1,1,0,0,0
2.01E+12,37,44,0,0,1,55,6,12600
2.01E+12,32,37,1,0,2,0,6,0
2.01E+12,27,22,2,0,1,0,6,0
2.01E+12,15,17,2,5,1,0,6,0
2.01E+12,28,14,2,5,2,0,0,0
2.01E+12,14,13,2,4,1,0,0,0
2.01E+12,27,10,2,4,2,0,0,0
2.01E+12,16,40,0,0,1,48,1,79000
2.01E+12,18,37,3,0,1,40,3,1200
2.01E+12,17,42,10,6,2,32,1,30000
2.01E+12,13,18,12,5,2,30,6,2000
2.01E+12,20,94,0,0,2,0,6,30500
2.01E+12,18,64,2,0,1,0,6,4500
2.01E+12,19,55,2,0,1,0,6,0
2.01E+12,13,27,0,7,1,10,2,10000
2.01E+12,11,27,1,0,2,50,2,27000
2.01E+12,46,37,0,0,2,28,1,25000
2.01E+12,46,35,1,0,1,40,1,60000
2.01E+12,45,12,2,4,2,0,0,0
2.01E+12,45,5,2,2,2,0,0,0
2.01E+12,46,5,2,2,2,0,0,0
2.01E+12,28,19,14,6,2,25,6,5000
2.01E+12,15,36,0,0,2,0,6,15700
2.01E+12,15,36,1,0,1,40,1,21400
2.01E+12,17,6,2,2,1,0,0,0
2.01E+12,12,35,0,0,2,40,1,42000
2.01E+12,11,36,1,0,1,50,6,20000
2.01E+12,11,0,2,0,1,0,0,0
2.01E+12,12,59,0,0,2,40,1,130500
2.01E+12,13,58,1,0,1,40,1,55200
2.01E+12,6,46,0,0,1,39,1,22000
2.01E+12,4,40,1,0,2,50,1,42000
2.01E+12,6,18,2,6,1,8,2,500
2.01E+12,11,59,0,0,2,0,6,0
2.01E+12,9,71,1,0,1,50,1,36400
2.01E+12,9,33,2,0,2,0,6,7000
2.01E+12,20,29,2,0,1,0,3,0
2.01E+12,12,5,5,2,1,0,0,0
2.01E+12,14,4,5,1,1,0,0,0
2.01E+12,16,61,0,0,1,0,6,50000
2.01E+12,18,59,1,0,2,0,6,0
2.01E+12,65,52,0,0,1,0,6,7000
2.01E+12,21,85,0,0,2,0,6,14600
2.01E+12,15,69,0,0,2,0,6,8200
2.01E+12,17,24,0,7,1,20,1,15290
2.01E+12,14,24,1,0,2,18,1,9900
2.01E+12,26,65,0,0,2,1,6,35900
2.01E+12,21,74,10,0,1,24,1,54000
2.01E+12,21,32,0,0,1,40,1,52000
2.01E+12,12,30,1,0,2,40,2,126000
2.01E+12,14,0,2,0,1,0,0,0
2.01E+12,23,75,0,0,1,0,6,74400
2.01E+12,14,73,1,0,2,0,6,5100
2.01E+12,27,37,5,0,2,40,1,11000
2.01E+12,5,55,0,0,1,55,1,52000
2.01E+12,8,22,2,0,1,20,1,2000
2.01E+12,3,63,0,0,2,0,6,14100
2.01E+12,3,65,1,0,1,40,1,26400
2.01E+12,17,67,0,0,1,0,6,35500
2.01E+12,22,67,1,0,2,0,6,11200
2.01E+12,18,47,2,0,2,0,6,0
2.01E+12,12,16,5,5,1,0,6,0
2.01E+12,18,64,0,0,2,40,1,8500
2.01E+12,13,32,0,0,1,0,6,8000
2.01E+12,15,71,0,0,1,0,6,68000
2.01E+12,31,59,0,0,2,0,3,0
2.01E+12,26,19,2,5,2,20,3,200
2.01E+12,42,21,14,6,1,40,6,5000
2.01E+12,4,33,0,0,2,55,1,100000
2.01E+12,6,14,2,5,2,0,0,0
2.01E+12,6,12,2,4,1,0,0,0
2.01E+12,5,9,2,3,1,0,0,0
2.01E+12,6,7,2,3,1,0,0,0
2.01E+12,5,17,12,5,2,0,6,0
2.01E+12,14,15,12,5,1,0,0,0
2.01E+12,23,68,0,0,2,36,1,22600
2.01E+12,17,64,1,0,1,48,1,35300
2.01E+12,21,31,0,0,2,40,1,60000
2.01E+12,16,33,1,0,1,40,1,12500
2.01E+12,13,7,2,3,1,0,0,0
2.01E+12,12,4,2,1,1,0,0,0
2.01E+12,17,1,2,0,2,0,0,0
2.01E+12,4,57,0,0,1,50,1,50000
2.01E+12,4,50,1,0,2,30,1,8070
2.01E+12,3,57,0,0,2,68,1,2000
2.01E+12,4,50,1,0,1,0,6,8000
2.01E+12,4,51,3,0,2,0,6,8000
2.01E+12,5,72,4,0,2,0,6,10000
2.01E+12,20,71,0,0,1,0,6,39600
2.01E+12,25,70,1,0,2,0,6,11300
2.01E+12,10,37,0,0,1,40,1,77000
2.01E+12,17,33,1,0,2,32,1,41600
2.01E+12,4,69,0,0,1,24,1,58700
2.01E+12,6,69,1,0,2,16,1,21700
2.01E+12,21,62,0,0,1,0,6,13550
2.01E+12,26,60,1,0,2,0,6,0
2.01E+12,40,52,0,0,2,40,1,15000
2.01E+12,16,22,0,6,1,40,6,3000
2.01E+12,26,23,9,6,1,0,6,0
2.01E+12,13,37,0,6,2,0,6,400
2.01E+12,17,9,2,3,2,0,0,0
2.01E+12,13,62,0,0,1,35,1,19400
2.01E+12,13,54,1,0,2,10,1,3000
2.01E+12,10,15,2,4,1,0,0,7200
2.01E+12,16,13,2,4,2,0,0,0
2.01E+12,15,12,2,4,2,0,0,0
2.01E+12,17,10,2,3,1,0,0,0
2.01E+12,11,62,0,0,1,0,6,29200
2.01E+12,15,47,0,0,1,40,1,30000
2.01E+12,12,40,1,0,2,1,1,200
2.01E+12,14,14,2,4,2,0,0,0
2.01E+12,14,13,2,4,2,0,0,0
2.01E+12,16,12,2,4,1,0,0,0
2.01E+12,16,10,2,3,1,0,0,0
2.01E+12,16,7,2,3,1,0,0,0
2.01E+12,32,66,0,0,2,0,6,8500
2.01E+12,26,60,1,0,1,0,6,23500
2.01E+12,13,18,0,6,1,20,1,8000
2.01E+12,5,55,0,0,2,30,1,30000
2.01E+12,4,55,1,0,1,40,1,100000
2.01E+12,20,63,0,0,1,0,6,41000
2.01E+12,24,63,1,0,2,12,1,6700
2.01E+12,28,49,0,6,2,40,3,21700
2.01E+12,32,27,2,0,2,35,3,2000
2.01E+12,36,74,4,0,2,0,6,20000
2.01E+12,29,14,5,5,2,0,0,0
2.01E+12,5,52,0,0,1,45,1,60000
2.01E+12,4,51,1,0,2,0,6,0
2.01E+12,4,63,0,0,1,0,3,13600
2.01E+12,14,52,0,0,2,36,1,22500
2.01E+12,16,48,1,0,1,40,1,80000
2.01E+12,15,18,2,6,2,25,1,8700
2.01E+12,21,41,0,0,1,40,1,70000
2.01E+12,20,45,1,0,2,0,6,0
2.01E+12,26,18,14,6,1,0,6,0
2.01E+12,16,49,0,0,1,40,1,75000
2.01E+12,16,44,1,0,2,15,1,20000
2.01E+12,10,15,2,5,1,0,0,0
2.01E+12,18,12,2,4,1,0,0,0
2.01E+12,16,50,0,0,1,40,1,60050
2.01E+12,29,24,2,0,1,20,1,5000
2.01E+12,28,20,2,6,1,0,3,0
2.01E+12,3,38,0,0,1,40,3,31210
2.01E+12,4,29,1,6,2,0,6,0
2.01E+12,7,9,2,3,1,0,0,0
2.01E+12,6,7,2,3,1,0,0,0
2.01E+12,4,36,0,0,1,40,3,16000
2.01E+12,4,37,1,0,2,40,1,31000
2.01E+12,4,9,2,3,2,0,0,0
2.01E+12,4,18,2,5,2,0,6,0
2.01E+12,4,17,2,5,2,0,6,0
2.01E+12,4,12,2,4,2,0,0,0
2.01E+12,58,38,0,0,2,40,1,26500
2.01E+12,57,40,1,0,1,40,1,26500
2.01E+12,48,15,2,5,2,0,0,0
2.01E+12,56,10,2,4,2,0,0,0
2.01E+12,56,60,4,0,1,0,6,0
2.01E+12,66,58,4,0,2,0,6,0
2.01E+12,22,94,0,0,2,0,6,13600
2.01E+12,14,54,0,0,2,0,6,0
2.01E+12,46,52,0,0,2,45,1,5000
2.01E+12,44,32,9,7,2,0,6,3800
2.01E+12,6,76,0,0,1,0,6,44910
2.01E+12,5,75,1,0,2,0,6,25700
2.01E+12,4,36,2,0,1,16,3,350
2.01E+12,15,43,0,0,2,20,6,13000
2.01E+12,22,47,1,0,1,28,1,48200
2.01E+12,9,66,0,0,2,40,1,33000
2.01E+12,9,38,2,0,1,0,3,0
2.01E+12,10,20,5,0,2,10,1,1300
2.01E+12,16,45,0,0,2,30,1,14000
2.01E+12,21,26,2,6,2,40,1,24000
2.01E+12,12,53,0,0,2,30,1,18500
2.01E+12,13,36,0,0,1,60,1,301000
2.01E+12,17,36,1,0,2,50,1,100000
2.01E+12,16,7,2,3,1,0,0,0
2.01E+12,19,5,2,2,2,0,0,0
2.01E+12,51,2,2,0,1,0,0,0
2.01E+12,3,33,0,0,1,45,1,45000
2.01E+12,4,33,1,0,2,40,1,30000
2.01E+12,4,14,2,4,2,0,0,0
2.01E+12,4,7,2,3,1,0,0,0
2.01E+12,4,59,4,0,2,0,6,0
2.01E+12,4,63,6,0,1,0,6,7100
2.01E+12,15,20,0,6,1,0,6,0
2.01E+12,12,20,1,6,2,0,6,0
2.01E+12,13,66,0,0,1,13,6,54600
2.01E+12,15,44,10,0,2,0,3,5600
2.01E+12,15,57,0,0,1,50,3,55000
2.01E+12,18,30,0,6,1,35,3,1000
2.01E+12,24,28,1,0,2,40,1,50000
2.01E+12,11,41,0,7,1,30,6,24500
2.01E+12,13,30,0,0,1,40,1,8000
2.01E+12,13,63,0,0,1,40,1,61000
2.01E+12,16,63,1,0,2,8,6,800
2.01E+12,18,62,0,0,1,0,6,0
2.01E+12,22,59,1,0,2,40,1,94200
2.01E+12,22,20,14,6,2,0,6,0
2.01E+12,7,43,0,0,2,42,1,50000
2.01E+12,3,17,2,5,1,0,6,0
2.01E+12,3,14,2,4,1,0,0,0
2.01E+12,8,43,9,0,2,40,1,19700
2.01E+12,18,70,0,0,1,4,1,56670
2.01E+12,22,70,1,0,2,16,1,21700
2.01E+12,22,50,0,0,2,40,1,43150
2.01E+12,18,53,1,0,1,0,6,11300
2.01E+12,19,28,0,0,2,20,1,23800
2.01E+12,14,7,2,3,1,0,0,0
2.01E+12,14,1,2,0,1,0,0,0
2.01E+12,18,30,10,0,1,35,1,17000
2.01E+12,24,72,0,0,2,0,6,43800
2.01E+12,13,33,0,0,2,40,1,30000
2.01E+12,17,37,10,0,1,60,1,50000
2.01E+12,59,23,0,0,1,40,1,15000
2.01E+12,16,62,0,0,2,40,1,32000
2.01E+12,36,26,0,6,1,40,3,35000
2.01E+12,33,27,1,0,2,40,1,23500
2.01E+12,23,3,2,1,1,0,0,0
2.01E+12,16,42,0,0,2,40,1,26000
2.01E+12,24,35,9,0,1,40,1,1600
2.01E+12,23,77,0,0,2,0,6,170300
2.01E+12,18,81,0,0,2,0,6,22460
2.01E+12,19,63,0,0,1,10,6,25300
2.01E+12,19,53,1,0,2,35,6,23000
2.01E+12,18,17,2,5,2,0,6,0
2.01E+12,19,43,0,7,2,40,1,15800
2.01E+12,13,81,0,0,1,0,6,14000
2.01E+12,22,38,0,0,2,0,6,9700
2.01E+12,28,18,2,5,2,0,6,9700
2.01E+12,14,12,2,4,1,0,0,0
2.01E+12,14,10,2,4,1,0,0,0
2.01E+12,19,35,10,0,1,40,1,26000
2.01E+12,15,46,0,0,2,20,1,4000
2.01E+12,22,45,10,0,1,40,3,15000
2.01E+12,24,19,14,6,2,45,6,4000
2.01E+12,14,74,0,0,1,0,6,9500
2.01E+12,16,82,1,0,2,0,6,16100
2.01E+12,15,61,0,0,2,55,1,53900
2.01E+12,15,63,1,0,1,0,6,32400
2.01E+12,22,47,0,0,1,40,1,48000
2.01E+12,20,50,1,0,2,40,1,50500
2.01E+12,41,19,2,6,1,15,1,9400
2.01E+12,19,16,2,5,2,0,6,0
2.01E+12,16,20,0,6,1,25,1,9000
2.01E+12,21,57,0,0,1,0,6,26500
2.01E+12,21,54,1,0,2,40,1,45000
2.01E+12,10,46,0,0,2,0,6,200
2.01E+12,16,47,1,0,1,50,1,50000
2.01E+12,10,13,2,4,1,0,0,0
2.01E+12,10,10,2,3,1,0,0,0
2.01E+12,4,34,0,0,2,40,1,18000
2.01E+12,6,0,2,0,1,0,0,0
2.01E+12,7,28,10,0,1,12,1,500
2.01E+12,19,74,0,0,1,0,6,18200
2.01E+12,24,73,1,0,2,0,6,6500
2.01E+12,17,66,0,0,2,28,6,30900
2.01E+12,15,57,0,0,2,0,6,0
2.01E+12,17,53,1,0,1,50,1,180000
2.01E+12,16,94,0,0,1,0,6,21600
2.01E+12,23,28,0,6,2,15,1,13000
2.01E+12,35,26,1,0,1,40,1,25200
2.01E+12,56,94,0,0,2,0,6,27420
2.01E+12,19,65,0,0,1,20,6,69800
2.01E+12,22,63,1,0,2,20,6,21150
2.01E+12,4,60,0,0,1,40,1,47000
2.01E+12,5,61,1,0,2,30,1,31400
2.01E+12,4,15,2,5,2,0,0,8500
2.01E+12,6,85,4,0,2,0,6,11700
2.01E+12,15,54,0,0,1,20,1,50000
2.01E+12,11,45,1,0,2,0,3,4
2.01E+12,14,11,2,4,2,0,0,0
2.01E+12,16,56,0,0,2,45,1,90000
2.01E+12,16,55,1,0,1,50,1,30000
2.01E+12,28,75,7,0,2,0,6,16000
2.01E+12,20,36,0,7,1,45,1,74000
2.01E+12,20,35,1,7,2,40,2,8000
2.01E+12,20,5,2,2,2,0,0,0
2.01E+12,27,0,2,0,1,0,0,0
2.01E+12,20,56,0,0,1,40,1,17000
2.01E+12,18,53,1,0,2,40,1,17000
2.01E+12,36,34,9,0,2,30,1,25400
2.01E+12,20,61,0,0,1,46,1,110600
2.01E+12,27,36,1,0,2,0,6,0
2.01E+12,23,45,9,0,1,0,6,0
2.01E+12,23,43,9,0,1,40,1,27000
2.01E+12,4,67,0,0,2,40,1,78800
2.01E+12,4,61,9,0,2,36,1,24300
2.01E+12,15,72,0,0,1,0,6,44910
2.01E+12,17,63,1,0,2,20,1,12000
2.01E+12,17,39,0,0,1,45,1,70000
2.01E+12,18,44,10,0,2,44,1,66000
2.01E+12,25,19,14,6,2,0,6,0
2.01E+12,4,31,0,0,2,25,1,20000
2.01E+12,5,11,2,4,1,0,0,0
2.01E+12,7,4,2,1,1,0,0,0
2.01E+12,36,21,14,6,1,0,6,90
2.01E+12,16,45,0,0,2,0,3,47000
2.01E+12,16,82,0,0,1,0,6,15600
2.01E+12,13,52,0,0,2,50,1,93000
2.01E+12,12,17,2,5,2,20,1,250
2.01E+12,13,10,2,3,2,0,0,0
2.01E+12,19,69,0,0,1,0,6,9600
2.01E+12,24,71,1,0,2,0,6,6100
2.01E+12,15,60,0,0,2,0,6,34000
2.01E+12,16,63,0,0,1,0,6,43200
2.01E+12,14,15,2,4,2,0,0,7500
2.01E+12,23,72,0,0,1,0,6,176300
2.01E+12,20,52,1,0,2,4,6,5200
2.01E+12,32,18,2,5,1,12,1,36000
2.01E+12,19,16,2,5,2,0,6,31600
2.01E+12,13,51,0,0,2,14,1,32000
2.01E+12,17,52,1,0,1,40,1,55000
2.01E+12,13,74,0,0,1,10,2,14820
2.01E+12,17,65,1,0,2,28,2,21500
2.01E+12,4,31,0,0,1,42,1,76220
2.01E+12,5,27,1,6,2,25,6,6000
2.01E+12,23,19,14,6,2,65,6,1820
2.01E+12,9,53,0,0,1,40,1,22000
2.01E+12,5,49,0,0,2,40,1,59300
2.01E+12,5,50,1,0,1,0,3,0
2.01E+12,14,30,0,0,2,60,1,11000
2.01E+12,23,1,2,0,2,0,0,0
2.01E+12,18,30,9,0,1,30,1,15000
2.01E+12,16,30,9,0,2,20,1,3300
2.01E+12,32,28,10,0,1,40,1,11000
2.01E+12,21,73,0,0,1,0,6,19600
2.01E+12,24,77,1,0,2,0,6,26400
2.01E+12,15,61,0,0,1,20,1,26000
2.01E+12,17,60,1,0,2,0,6,0
2.01E+12,5,65,0,0,1,30,1,36500
2.01E+12,6,63,1,0,2,0,6,3000
2.01E+12,20,21,0,0,1,30,1,8000
2.01E+12,17,21,1,0,2,0,6,6000
2.01E+12,18,3,2,0,2,0,0,0
2.01E+12,13,1,2,0,1,0,0,0
2.01E+12,13,24,0,0,2,0,6,0
2.01E+12,21,28,1,0,1,30,3,12000
2.01E+12,16,4,2,0,1,0,0,0
2.01E+12,17,3,2,0,1,0,0,0
2.01E+12,16,0,2,0,1,0,0,0
2.01E+12,16,30,0,6,1,40,3,39600
2.01E+12,14,31,1,0,2,8,1,7000
2.01E+12,20,5,2,2,1,0,0,0
2.01E+12,23,4,2,1,2,0,0,0
2.01E+12,17,67,0,0,1,10,6,18100
2.01E+12,16,57,1,0,2,20,2,10800
2.01E+12,19,71,0,0,1,25,6,140100
2.01E+12,23,67,1,0,2,0,6,9200
2.01E+12,19,51,0,0,1,56,1,85000
2.01E+12,15,48,1,0,2,40,1,75000
2.01E+12,11,15,2,5,1,0,0,0
2.01E+12,16,11,2,4,2,0,0,0
2.01E+12,18,10,2,4,1,0,0,0
2.01E+12,9,50,0,0,2,40,1,77000
2.01E+12,10,48,1,0,1,50,1,90000
2.01E+12,7,17,2,5,1,40,6,3000
2.01E+12,24,43,0,0,1,40,1,40000
2.01E+12,16,15,2,5,1,0,0,0
2.01E+12,28,13,2,4,1,0,0,0
2.01E+12,32,65,4,0,2,0,6,15000
2.01E+12,5,78,0,0,2,0,6,7000
2.01E+12,16,57,0,0,1,50,1,125000
2.01E+12,16,54,1,0,2,32,1,62000
2.01E+12,18,31,8,0,1,40,1,20000
2.01E+12,16,29,8,0,2,40,1,32000
2.01E+12,26,19,14,6,1,25,6,10000
2.01E+12,17,71,0,0,1,0,6,17400
2.01E+12,23,23,5,0,2,0,6,2800
2.01E+12,38,21,5,0,1,40,3,15500
2.01E+12,21,6,5,2,1,0,0,0
2.01E+12,10,57,0,0,2,40,1,25100
2.01E+12,11,44,3,0,1,20,1,12000
2.01E+12,5,46,0,0,1,40,1,16900
2.01E+12,5,46,1,0,2,22,1,4400
2.01E+12,10,23,2,6,1,40,1,3800
2.01E+12,7,4,5,1,1,0,0,0
2.01E+12,27,72,0,0,2,0,6,13100
2.01E+12,8,56,0,0,1,45,1,18000
2.01E+12,8,30,2,0,1,40,3,46000
2.01E+12,5,56,8,0,1,50,1,33400
2.01E+12,17,31,0,0,1,40,1,39004
2.01E+12,14,31,1,0,2,4,1,2300
2.01E+12,26,2,2,0,1,0,0,0
2.01E+12,26,0,2,0,1,0,0,0
2.01E+12,12,43,0,0,2,24,1,40000
2.01E+12,11,43,1,0,1,40,1,96000
2.01E+12,12,5,2,2,1,0,0,0
2.01E+12,16,50,0,0,1,50,1,25000
2.01E+12,14,39,1,0,2,40,3,16000
2.01E+12,16,9,2,3,1,0,0,0
2.01E+12,14,9,2,3,2,0,0,0
2.01E+12,15,52,0,0,2,40,1,48000
2.01E+12,20,48,12,0,2,40,1,55000
2.01E+12,4,41,0,0,2,60,1,58910
2.01E+12,4,15,2,5,2,0,0,0
2.01E+12,5,10,2,3,1,0,0,0
2.01E+12,17,59,0,0,2,0,6,8200
2.01E+12,7,46,0,0,1,50,1,101200
2.01E+12,7,7,2,3,2,0,0,0
2.01E+12,27,20,0,6,2,6,1,5200
2.01E+12,61,20,9,6,2,13,6,1700
2.01E+12,61,20,9,6,2,40,6,4520
2.01E+12,62,20,9,6,2,0,6,300
2.01E+12,49,19,9,6,2,16,6,200
2.01E+12,14,73,0,0,2,0,6,13200
2.01E+12,13,65,0,0,2,12,6,12300
2.01E+12,19,61,0,0,2,40,1,37000
2.01E+12,17,57,10,0,1,40,1,35000
